,klines_open_time,klines_open_price,klines_high_price,klines_low_price,klines_close_price,space 1,order_entry_time,order_entry_direction,order_price,order_quantity,space 2,long_position_entry_time,long_position_entry_direction,long_position_price,long_position_quantity,long_position_afford_range,long_position_liquidation,space 3,short_position_entry_time,short_position_entry_direction,short_position_price,short_position_quantity,short_position_afford_range,short_position_liquidation,LONG_Result,SHORT_Result,Property
0,2023-05-14 11:00:00,26827.07,26829.26,26790.02,26805.98,,,,,,,2023-05-13 20:00:00,多頭進場,26643.965,0.54,27828.14122222222,23683.52,,2023-05-14 00:00:00,空頭進場,26780.135000000002,0.54,25589.90677777778,29755.71,,,8000.0
0,2023-05-14 12:00:00,26805.97,26880.0,26744.7,26871.33,,,,,,,2023-05-13 20:00:00,多頭進場,26643.965,0.54,27828.14122222222,23683.52,,2023-05-14 00:00:00,空頭進場,26780.135000000002,0.54,25589.90677777778,29755.71,,,8000.0
0,2023-05-14 13:00:00,26871.32,26929.99,26819.12,26912.42,,,,,,,2023-05-13 20:00:00,多頭進場,26643.965,0.54,27828.14122222222,23683.52,,2023-05-14 00:00:00,空頭進場,26780.135000000002,0.54,25589.90677777778,29755.71,,,8000.0
0,2023-05-14 14:00:00,26912.41,26977.0,26850.11,26963.41,,2023-05-14 14:00:00,多頭進場,26912.41,0.27,,2023-05-14 14:00:00,多頭進場,26733.446666666667,0.81,27921.599851851854,23763.06,,2023-05-14 00:00:00,空頭進場,26780.135000000002,0.54,25589.90677777778,29755.71,,,8000.0
0,2023-05-14 15:00:00,26963.42,27200.0,26960.98,27082.02,,,,,,,2023-05-14 14:00:00,多頭進場,26733.446666666667,0.81,27921.599851851854,23763.06,,2023-05-14 00:00:00,空頭進場,26780.135000000002,0.54,25589.90677777778,29755.71,,,8000.0
0,2023-05-14 16:00:00,27082.01,27135.04,26925.17,26958.7,,,,,,,2023-05-14 14:00:00,多頭進場,26733.446666666667,0.81,27921.599851851854,23763.06,,2023-05-14 00:00:00,空頭進場,26780.135000000002,0.54,25589.90677777778,29755.71,,,8000.0
0,2023-05-14 17:00:00,26958.69,26982.02,26866.09,26940.72,,,,,,,2023-05-14 14:00:00,多頭進場,26733.446666666667,0.81,27921.599851851854,23763.06,,2023-05-14 00:00:00,空頭進場,26780.135000000002,0.54,25589.90677777778,29755.71,,,8000.0
0,2023-05-14 18:00:00,26940.71,26953.49,26856.0,26920.72,,,,,,,2023-05-14 14:00:00,多頭進場,26733.446666666667,0.81,27921.599851851854,23763.06,,2023-05-14 00:00:00,空頭進場,26780.135000000002,0.54,25589.90677777778,29755.71,,,8000.0
0,2023-05-14 19:00:00,26920.72,26939.35,26827.23,26878.97,,,,,,,2023-05-14 14:00:00,多頭進場,26733.446666666667,0.81,27921.599851851854,23763.06,,2023-05-14 00:00:00,空頭進場,26780.135000000002,0.54,25589.90677777778,29755.71,,,8000.0
0,2023-05-14 20:00:00,26878.96,26961.55,26842.57,26942.55,,,,,,,2023-05-14 14:00:00,多頭進場,26733.446666666667,0.81,27921.599851851854,23763.06,,2023-05-14 00:00:00,空頭進場,26780.135000000002,0.54,25589.90677777778,29755.71,,,8000.0
0,2023-05-14 21:00:00,26942.55,26957.93,26882.03,26906.62,,,,,,,2023-05-14 14:00:00,多頭進場,26733.446666666667,0.81,27921.599851851854,23763.06,,2023-05-14 00:00:00,空頭進場,26780.135000000002,0.54,25589.90677777778,29755.71,,,8000.0
0,2023-05-14 22:00:00,26906.62,26943.63,26870.42,26900.79,,2023-05-14 22:00:00,空頭進場,26906.62,0.27,,2023-05-14 14:00:00,多頭進場,26733.446666666667,0.81,27921.599851851854,23763.06,,2023-05-14 22:00:00,空頭進場,26822.296666666665,0.81,25630.19459259259,29802.55,,,8000.0
0,2023-05-14 23:00:00,26900.79,26928.53,26854.19,26917.62,,,,,,,2023-05-14 14:00:00,多頭進場,26733.446666666667,0.81,27921.599851851854,23763.06,,2023-05-14 22:00:00,空頭進場,26822.296666666665,0.81,25630.19459259259,29802.55,,,8000.0
0,2023-05-15 00:00:00,26917.61,26931.24,26726.0,26800.25,,,,,,,2023-05-14 14:00:00,多頭進場,26733.446666666667,0.81,27921.599851851854,23763.06,,2023-05-14 22:00:00,空頭進場,26822.296666666665,0.81,25630.19459259259,29802.55,,,8000.0
0,2023-05-15 01:00:00,26800.25,27290.93,26780.0,27208.38,,,,,,,2023-05-14 14:00:00,多頭進場,26733.446666666667,0.81,27921.599851851854,23763.06,,2023-05-14 22:00:00,空頭進場,26822.296666666665,0.81,25630.19459259259,29802.55,,,8000.0
0,2023-05-15 02:00:00,27208.38,27253.52,27122.21,27162.07,,2023-05-15 02:00:00,多頭進場,27208.38,0.26,,2023-05-15 02:00:00,多頭進場,26848.85102803739,1.07,28042.13329595016,23865.65,,2023-05-14 22:00:00,空頭進場,26822.296666666665,0.81,25630.19459259259,29802.55,,,8000.0
0,2023-05-15 03:00:00,27162.07,27259.72,27161.0,27232.8,,,,,,,2023-05-15 02:00:00,多頭進場,26848.85102803739,1.07,28042.13329595016,23865.65,,2023-05-14 22:00:00,空頭進場,26822.296666666665,0.81,25630.19459259259,29802.55,,,8000.0
0,2023-05-15 04:00:00,27232.8,27300.0,27180.01,27289.04,,,,,,,2023-05-15 02:00:00,多頭進場,26848.85102803739,1.07,28042.13329595016,23865.65,,2023-05-14 22:00:00,空頭進場,26822.296666666665,0.81,25630.19459259259,29802.55,,,8000.0
0,2023-05-15 05:00:00,27289.03,27380.0,27235.34,27335.52,,,,,,,2023-05-15 02:00:00,多頭進場,26848.85102803739,1.07,28042.13329595016,23865.65,,2023-05-14 22:00:00,空頭進場,26822.296666666665,0.81,25630.19459259259,29802.55,,,8000.0
