,Open Time,open,high,low,close,Close Time
0,2018-01-01 08:00:00,13715.65,13818.55,12750.0,13380.0,2018-01-02 07:59:59.999000064
1,2018-01-02 08:00:00,13382.16,15473.49,12890.02,14675.11,2018-01-03 07:59:59.999000064
2,2018-01-03 08:00:00,14690.0,15307.56,14150.0,14919.51,2018-01-04 07:59:59.999000064
3,2018-01-04 08:00:00,14919.51,15280.0,13918.04,15059.54,2018-01-05 07:59:59.999000064
4,2018-01-05 08:00:00,15059.56,17176.24,14600.0,16960.39,2018-01-06 07:59:59.999000064
5,2018-01-06 08:00:00,16960.39,17143.13,16011.21,17069.79,2018-01-07 07:59:59.999000064
6,2018-01-07 08:00:00,17069.79,17099.96,15610.0,16150.03,2018-01-08 07:59:59.999000064
7,2018-01-08 08:00:00,16218.85,16322.3,12812.0,14902.54,2018-01-09 07:59:59.999000064
8,2018-01-09 08:00:00,14902.54,15500.0,14011.05,14400.0,2018-01-10 07:59:59.999000064
9,2018-01-10 08:00:00,14401.0,14955.66,13131.31,14907.09,2018-01-11 07:59:59.999000064
10,2018-01-11 08:00:00,14940.0,14968.68,11400.0,13238.78,2018-01-12 07:59:59.999000064
11,2018-01-12 08:00:00,13238.76,14109.78,12500.0,13740.01,2018-01-13 07:59:59.999000064
12,2018-01-13 08:00:00,13749.95,14580.0,13706.15,14210.0,2018-01-14 07:59:59.999000064
13,2018-01-14 08:00:00,14210.0,14339.5,12569.2,13474.99,2018-01-15 07:59:59.999000064
14,2018-01-15 08:00:00,13477.98,14249.99,13147.79,13539.93,2018-01-16 07:59:59.999000064
15,2018-01-16 08:00:00,13500.0,13542.93,9035.0,10900.0,2018-01-17 07:59:59.999000064
16,2018-01-17 08:00:00,10899.99,11680.99,9037.94,10988.79,2018-01-18 07:59:59.999000064
17,2018-01-18 08:00:00,10972.59,11878.82,10435.33,10961.97,2018-01-19 07:59:59.999000064
18,2018-01-19 08:00:00,10960.0,11795.0,10360.0,11474.98,2018-01-20 07:59:59.999000064
19,2018-01-20 08:00:00,11474.98,13099.0,11412.45,12799.94,2018-01-21 07:59:59.999000064
20,2018-01-21 08:00:00,12799.8,12799.8,10965.0,11530.0,2018-01-22 07:59:59.999000064
21,2018-01-22 08:00:00,11530.0,11926.35,9900.24,10760.05,2018-01-23 07:59:59.999000064
22,2018-01-23 08:00:00,10760.05,11399.0,9905.0,10799.18,2018-01-24 07:59:59.999000064
23,2018-01-24 08:00:00,10799.14,11570.48,10500.0,11349.99,2018-01-25 07:59:59.999000064
24,2018-01-25 08:00:00,11349.96,11794.05,10950.21,11175.27,2018-01-26 07:59:59.999000064
25,2018-01-26 08:00:00,11184.7,11643.0,10311.15,11089.0,2018-01-27 07:59:59.999000064
26,2018-01-27 08:00:00,11089.0,11650.0,10842.69,11491.0,2018-01-28 07:59:59.999000064
27,2018-01-28 08:00:00,11499.98,12244.0,11408.0,11879.95,2018-01-29 07:59:59.999000064
28,2018-01-29 08:00:00,11879.95,11975.02,11139.55,11251.0,2018-01-30 07:59:59.999000064
29,2018-01-30 08:00:00,11250.11,11308.42,9900.0,10237.51,2018-01-31 07:59:59.999000064
30,2018-01-31 08:00:00,10230.0,10425.85,9700.0,10285.1,2018-02-01 07:59:59.999000064
31,2018-02-01 08:00:00,10285.1,10335.0,8750.99,9224.52,2018-02-02 07:59:59.999000064
32,2018-02-02 08:00:00,9224.52,9250.0,8010.02,8873.03,2018-02-03 07:59:59.999000064
33,2018-02-03 08:00:00,8873.03,9473.01,8229.0,9199.96,2018-02-04 07:59:59.999000064
34,2018-02-04 08:00:00,9199.96,9368.0,7930.0,8184.81,2018-02-05 07:59:59.999000064
35,2018-02-05 08:00:00,8179.99,8382.8,6625.0,6939.99,2018-02-06 07:59:59.999000064
36,2018-02-06 08:00:00,6939.63,7878.0,6000.01,7652.14,2018-02-07 07:59:59.999000064
37,2018-02-07 08:00:00,7655.02,8476.0,7150.01,7599.0,2018-02-08 07:59:59.999000064
38,2018-02-08 08:00:00,7599.0,7844.0,7572.09,7784.02,2018-02-08 08:28:14.788000000
39,2018-02-09 08:00:00,7789.9,8738.0,7789.9,8683.92,2018-02-10 07:59:59.999000064
40,2018-02-10 08:00:00,8683.93,9065.78,8120.0,8533.98,2018-02-11 07:59:59.999000064
41,2018-02-11 08:00:00,8533.99,8549.0,7726.53,8063.88,2018-02-12 07:59:59.999000064
42,2018-02-12 08:00:00,8063.82,8989.0,8053.0,8903.0,2018-02-13 07:59:59.999000064
43,2018-02-13 08:00:00,8903.0,8950.0,8351.0,8539.9,2018-02-14 07:59:59.999000064
44,2018-02-14 08:00:00,8535.17,9489.6,8533.0,9449.99,2018-02-15 07:59:59.999000064
45,2018-02-15 08:00:00,9449.98,10219.5,9301.5,10000.09,2018-02-16 07:59:59.999000064
46,2018-02-16 08:00:00,10000.89,10323.37,9666.0,10159.98,2018-02-17 07:59:59.999000064
47,2018-02-17 08:00:00,10156.07,11075.07,10050.0,11039.55,2018-02-18 07:59:59.999000064
48,2018-02-18 08:00:00,11039.55,11274.0,10080.0,10383.43,2018-02-19 07:59:59.999000064
49,2018-02-19 08:00:00,10375.01,11250.0,10270.33,11153.0,2018-02-20 07:59:59.999000064
50,2018-02-20 08:00:00,11147.11,11786.01,11100.59,11200.99,2018-02-21 07:59:59.999000064
51,2018-02-21 08:00:00,11195.07,11304.03,10200.0,10437.6,2018-02-22 07:59:59.999000064
52,2018-02-22 08:00:00,10439.02,10933.44,9679.0,9811.04,2018-02-23 07:59:59.999000064
53,2018-02-23 08:00:00,9815.55,10435.0,9570.19,10131.04,2018-02-24 07:59:59.999000064
54,2018-02-24 08:00:00,10131.04,10496.97,9352.0,9694.51,2018-02-25 07:59:59.999000064
55,2018-02-25 08:00:00,9694.51,9847.0,9274.8,9590.0,2018-02-26 07:59:59.999000064
56,2018-02-26 08:00:00,9590.0,10444.32,9350.0,10324.0,2018-02-27 07:59:59.999000064
57,2018-02-27 08:00:00,10321.0,10870.0,10121.0,10569.04,2018-02-28 07:59:59.999000064
58,2018-02-28 08:00:00,10584.33,11098.0,10300.0,10326.76,2018-03-01 07:59:59.999000064
59,2018-03-01 08:00:00,10325.64,11060.41,10240.0,10920.0,2018-03-02 07:59:59.999000064
60,2018-03-02 08:00:00,10923.36,11200.0,10770.0,11039.0,2018-03-03 07:59:59.999000064
61,2018-03-03 08:00:00,11038.99,11544.0,11015.01,11464.48,2018-03-04 07:59:59.999000064
62,2018-03-04 08:00:00,11464.47,11565.0,11050.02,11515.0,2018-03-05 07:59:59.999000064
63,2018-03-05 08:00:00,11515.0,11710.0,11415.01,11454.0,2018-03-06 07:59:59.999000064
64,2018-03-06 08:00:00,11455.0,11455.0,10555.48,10716.48,2018-03-07 07:59:59.999000064
65,2018-03-07 08:00:00,10716.48,10899.0,9389.31,9910.0,2018-03-08 07:59:59.999000064
66,2018-03-08 08:00:00,9910.0,10099.0,9060.0,9271.64,2018-03-09 07:59:59.999000064
67,2018-03-09 08:00:00,9267.07,9410.0,8329.0,9227.0,2018-03-10 07:59:59.999000064
68,2018-03-10 08:00:00,9230.0,9490.0,8667.07,8770.22,2018-03-11 07:59:59.999000064
69,2018-03-11 08:00:00,8770.22,9740.0,8450.0,9533.57,2018-03-12 07:59:59.999000064
70,2018-03-12 08:00:00,9533.57,9888.88,8780.0,9131.34,2018-03-13 07:59:59.999000064
71,2018-03-13 08:00:00,9131.34,9474.0,8823.0,9150.0,2018-03-14 07:59:59.999000064
72,2018-03-14 08:00:00,9151.92,9333.78,7900.28,8170.0,2018-03-15 07:59:59.999000064
73,2018-03-15 08:00:00,8184.01,8430.0,7650.0,8240.98,2018-03-16 07:59:59.999000064
74,2018-03-16 08:00:00,8240.98,8611.64,7900.0,8260.0,2018-03-17 07:59:59.999000064
75,2018-03-17 08:00:00,8260.0,8348.62,7721.99,7824.8,2018-03-18 07:59:59.999000064
76,2018-03-18 08:00:00,7824.01,8317.4,7322.0,8189.99,2018-03-19 07:59:59.999000064
77,2018-03-19 08:00:00,8189.0,8705.23,8088.4,8600.0,2018-03-20 07:59:59.999000064
78,2018-03-20 08:00:00,8595.01,9050.0,8280.0,8909.98,2018-03-21 07:59:59.999000064
79,2018-03-21 08:00:00,8909.96,9177.01,8750.6,8885.0,2018-03-22 07:59:59.999000064
80,2018-03-22 08:00:00,8884.82,9100.0,8465.1,8722.9,2018-03-23 07:59:59.999000064
81,2018-03-23 08:00:00,8720.0,8909.0,8269.0,8898.03,2018-03-24 07:59:59.999000064
82,2018-03-24 08:00:00,8898.04,8999.95,8491.0,8546.86,2018-03-25 07:59:59.999000064
83,2018-03-25 08:00:00,8531.25,8669.85,8365.77,8470.15,2018-03-26 07:59:59.999000064
84,2018-03-26 08:00:00,8470.14,8514.89,7831.0,8134.23,2018-03-27 07:59:59.999000064
85,2018-03-27 08:00:00,8134.22,8215.94,7730.0,7795.51,2018-03-28 07:59:59.999000064
86,2018-03-28 08:00:00,7795.51,8109.0,7728.0,7949.3,2018-03-29 07:59:59.999000064
87,2018-03-29 08:00:00,7949.3,7975.0,6941.11,7090.14,2018-03-30 07:59:59.999000064
88,2018-03-30 08:00:00,7090.16,7292.43,6600.1,6840.23,2018-03-31 07:59:59.999000064
89,2018-03-31 08:00:00,6840.24,7223.36,6777.0,6923.91,2018-04-01 07:59:59.999000064
90,2018-04-01 08:00:00,6922.0,7049.98,6430.0,6813.01,2018-04-02 07:59:59.999000064
91,2018-04-02 08:00:00,6813.01,7125.0,6765.0,7056.0,2018-04-03 07:59:59.999000064
