,開倉時間,方向,開倉價格,槓桿倍數,爆倉價格,掛單價格,結果,平倉時間,獲利金額
371,2022-07-06 18:00:00,down,20202.76,10,22223.04,20002.76,Win,2022-07-06 20:00:00,2.97
372,2022-07-07 00:00:00,up,20148.85,10,18133.97,20348.85,Win,2022-07-07 01:00:00,2.98
373,2022-07-07 12:00:00,down,20480.6,10,22528.66,20280.6,Win,2022-07-07 13:00:00,2.93
374,2022-07-07 22:00:00,up,20539.87,10,18485.88,20739.87,Win,2022-07-07 22:00:00,2.92
375,2022-07-08 15:00:00,down,21826.13,10,24008.74,21626.13,Win,2022-07-08 16:00:00,2.75
376,2022-07-10 01:00:00,up,21693.15,10,19523.84,21893.15,Win,2022-07-10 01:00:00,2.77
377,2022-07-10 06:00:00,down,21709.07,10,23879.98,21509.07,Win,2022-07-10 08:00:00,2.76
378,2022-07-11 18:00:00,up,20549.18,10,18494.26,20749.18,Win,2022-07-11 21:00:00,2.92
379,2022-07-12 06:00:00,down,20239.42,10,22263.36,20039.42,Win,2022-07-12 06:00:00,2.96
380,2022-07-12 20:00:00,up,19775.56,10,17798.0,19975.56,Win,2022-07-12 21:00:00,3.03
381,2022-07-13 04:00:00,down,19398.74,10,21338.61,19198.74,Win,2022-07-13 20:00:00,3.09
382,2022-07-13 10:00:00,up,19429.2,10,17486.28,19629.2,Win,2022-07-13 15:00:00,3.09
383,2022-07-14 16:00:00,down,19990.72,10,21989.79,19790.72,Win,2022-07-14 16:00:00,3.0
384,2022-07-14 23:00:00,up,19895.57,10,17906.01,20095.57,Win,2022-07-14 23:00:00,3.02
385,2022-07-15 12:00:00,down,20613.21,10,22674.53,20413.21,Lose,2022-07-18 23:00:00,0
386,2022-07-15 13:00:00,up,20542.86,10,18488.57,20742.86,Win,2022-07-15 15:00:00,2.92
387,2022-07-15 14:00:00,down,20667.43,10,22734.17,20467.43,Lose,2022-07-18 23:00:00,0
388,2022-07-15 15:00:00,up,20603.22,10,18542.9,20803.22,Win,2022-07-15 15:00:00,2.91
389,2022-07-15 23:00:00,down,20890.53,10,22979.58,20690.53,Win,2022-07-16 00:00:00,2.87
390,2022-07-16 03:00:00,up,21034.13,10,18930.72,21234.13,Win,2022-07-17 00:00:00,2.85
391,2022-07-16 04:00:00,down,21165.85,10,23282.43,20965.85,Win,2022-07-16 04:00:00,2.83
392,2022-07-16 22:00:00,up,20839.6,10,18755.64,21039.6,Win,2022-07-17 00:00:00,2.88
393,2022-07-17 18:00:00,down,21364.94,10,23501.43,21164.94,Win,2022-07-17 21:00:00,2.81
394,2022-07-18 11:00:00,up,21336.55,10,19202.9,21536.55,Win,2022-07-18 13:00:00,2.81
395,2022-07-19 02:00:00,down,21876.3,10,24063.93,21676.3,Win,2022-07-19 03:00:00,2.74
396,2022-07-19 21:00:00,up,22175.5,10,19957.95,22375.5,Win,2022-07-19 21:00:00,2.71
397,2022-07-20 11:00:00,down,23371.35,10,25708.48,23171.35,Win,2022-07-21 04:00:00,2.57
398,2022-07-20 22:00:00,up,23781.35,10,21403.22,23981.35,Win,2022-07-20 22:00:00,2.52
399,2022-07-21 00:00:00,down,24172.64,10,26589.9,23972.64,Win,2022-07-21 00:00:00,2.48
400,2022-07-22 01:00:00,up,23031.27,10,20728.14,23231.27,Win,2022-07-22 04:00:00,2.61
401,2022-07-23 01:00:00,down,23110.53,10,25421.58,22910.53,Win,2022-07-23 01:00:00,2.6
402,2022-07-24 05:00:00,up,22323.02,10,20090.72,22523.02,Win,2022-07-24 07:00:00,2.69
403,2022-07-25 07:00:00,down,22661.22,10,24927.34,22461.22,Win,2022-07-25 08:00:00,2.65
404,2022-07-26 00:00:00,up,21893.94,10,19704.55,22093.94,Win,2022-07-26 04:00:00,2.74
405,2022-07-26 07:00:00,down,21661.66,10,23827.83,21461.66,Win,2022-07-26 07:00:00,2.77
406,2022-07-26 19:00:00,up,21077.53,10,18969.78,21277.53,Win,2022-07-27 07:00:00,2.85
407,2022-07-28 16:00:00,down,22925.1,10,25217.61,22725.1,Win,2022-07-28 20:00:00,2.62
408,2022-07-29 00:00:00,up,23747.85,10,21373.06,23947.85,Win,2022-07-29 01:00:00,2.53
409,2022-07-29 08:00:00,down,23845.25,10,26229.78,23645.25,Win,2022-07-29 19:00:00,2.52
410,2022-07-30 20:00:00,up,23956.38,10,21560.74,24156.38,Win,2022-07-30 20:00:00,2.5
411,2022-07-31 04:00:00,down,23923.74,10,26316.11,23723.74,Win,2022-07-31 06:00:00,2.51
412,2022-07-31 23:00:00,up,23721.79,10,21349.61,23921.79,Win,2022-08-01 02:00:00,2.53
413,2022-08-01 06:00:00,down,23591.06,10,25950.17,23391.06,Win,2022-08-01 06:00:00,2.54
414,2022-08-01 22:00:00,up,23242.59,10,20918.33,23442.59,Win,2022-08-01 22:00:00,2.58
415,2022-08-02 01:00:00,down,23198.94,10,25518.83,22998.94,Win,2022-08-02 01:00:00,2.59
416,2022-08-02 06:00:00,up,23019.09,10,20717.18,23219.09,Win,2022-08-02 07:00:00,2.61
417,2022-08-02 11:00:00,down,22912.95,10,25204.25,22712.95,Win,2022-08-02 17:00:00,2.62
418,2022-08-02 19:00:00,up,22858.17,10,20572.35,23058.17,Win,2022-08-02 22:00:00,2.62
419,2022-08-03 09:00:00,down,22793.57,10,25072.93,22593.57,Win,2022-08-05 00:00:00,2.63
420,2022-08-03 14:00:00,up,22915.59,10,20624.03,23115.59,Win,2022-08-03 16:00:00,2.62
421,2022-08-04 06:00:00,down,23267.83,10,25594.61,23067.83,Win,2022-08-04 06:00:00,2.58
422,2022-08-05 09:00:00,up,22632.0,10,20368.8,22832.0,Win,2022-08-05 09:00:00,2.65
423,2022-08-06 00:00:00,down,22988.26,10,25287.09,22788.26,Win,2022-08-06 02:00:00,2.61
424,2022-08-06 06:00:00,up,23106.58,10,20795.92,23306.58,Win,2022-08-06 07:00:00,2.6
425,2022-08-06 16:00:00,down,23204.77,10,25525.25,23004.77,Win,2022-08-07 01:00:00,2.59
426,2022-08-07 19:00:00,up,22998.69,10,20698.82,23198.69,Win,2022-08-08 01:00:00,2.61
427,2022-08-09 01:00:00,down,23939.66,10,26333.63,23739.66,Win,2022-08-09 06:00:00,2.51
428,2022-08-10 14:00:00,up,22899.26,10,20609.33,23099.26,Win,2022-08-10 16:00:00,2.62
429,2022-08-11 22:00:00,down,24731.75,10,27204.92,24531.75,Win,2022-08-11 22:00:00,2.43
430,2022-08-13 00:00:00,up,23979.58,10,21581.62,24179.58,Win,2022-08-13 02:00:00,2.5
431,2022-08-13 18:00:00,down,24584.04,10,27042.44,24384.04,Win,2022-08-13 19:00:00,2.44
432,2022-08-14 13:00:00,up,24567.46,10,22110.71,24767.46,Win,2022-08-14 15:00:00,2.44
433,2022-08-14 19:00:00,down,24619.98,10,27081.98,24419.98,Win,2022-08-14 21:00:00,2.44
434,2022-08-15 09:00:00,up,24400.97,10,21960.87,24600.97,Win,2022-08-15 09:00:00,2.46
435,2022-08-15 15:00:00,down,24135.23,10,26548.75,23935.23,Win,2022-08-15 16:00:00,2.49
436,2022-08-16 08:00:00,up,24093.04,10,21683.74,24293.04,Win,2022-08-17 14:00:00,2.49
437,2022-08-16 22:00:00,down,23896.55,10,26286.2,23696.55,Win,2022-08-16 22:00:00,2.51
438,2022-08-17 03:00:00,up,23837.59,10,21453.83,24037.59,Win,2022-08-17 08:00:00,2.52
439,2022-08-17 17:00:00,down,23808.54,10,26189.39,23608.54,Win,2022-08-17 20:00:00,2.52
440,2022-08-18 09:00:00,up,23456.27,10,21110.64,23656.27,Lose,2022-08-20 05:00:00,0
441,2022-08-19 02:00:00,down,23271.57,10,25598.73,23071.57,Win,2022-08-19 08:00:00,2.58
442,2022-08-19 04:00:00,up,23344.88,10,21010.39,23544.88,Lose,2022-08-20 05:00:00,0
443,2022-08-19 07:00:00,down,23345.3,10,25679.83,23145.3,Win,2022-08-19 07:00:00,2.57
444,2022-08-20 04:00:00,up,21329.65,10,19196.69,21529.65,Win,2022-08-21 19:00:00,2.81
445,2022-08-20 05:00:00,down,21273.76,10,23401.14,21073.76,Win,2022-08-20 05:00:00,2.82
446,2022-08-20 09:00:00,up,20991.67,10,18892.5,21191.67,Win,2022-08-20 12:00:00,2.86
447,2022-08-22 10:00:00,down,21443.79,10,23588.17,21243.79,Win,2022-08-22 15:00:00,2.8
448,2022-08-23 07:00:00,up,21174.8,10,19057.32,21374.8,Win,2022-08-23 07:00:00,2.83
449,2022-08-23 13:00:00,down,21265.6,10,23392.16,21065.6,Win,2022-08-23 13:00:00,2.82
450,2022-08-23 15:00:00,up,21081.57,10,18973.41,21281.57,Win,2022-08-23 15:00:00,2.85
451,2022-08-24 08:00:00,down,21529.11,10,23682.02,21329.11,Win,2022-08-24 09:00:00,2.79
452,2022-08-24 20:00:00,up,21439.84,10,19295.86,21639.84,Win,2022-08-24 23:00:00,2.8
453,2022-08-25 07:00:00,down,21492.91,10,23642.2,21292.91,Win,2022-08-26 19:00:00,2.79
454,2022-08-25 14:00:00,up,21559.17,10,19403.25,21759.17,Win,2022-08-25 15:00:00,2.78
455,2022-08-25 23:00:00,down,21657.95,10,23823.75,21457.95,Win,2022-08-26 00:00:00,2.77
456,2022-08-26 21:00:00,up,21638.88,10,19474.99,21838.88,Win,2022-08-26 21:00:00,2.77
457,2022-08-26 22:00:00,down,21754.84,10,23930.32,21554.84,Win,2022-08-26 22:00:00,2.76
458,2022-08-27 16:00:00,up,20269.9,10,18242.91,20469.9,Win,2022-08-30 12:00:00,2.96
459,2022-08-29 07:00:00,down,19903.85,10,21894.23,19703.85,Win,2022-08-29 07:00:00,3.01
460,2022-08-29 14:00:00,up,19753.84,10,17778.46,19953.84,Win,2022-08-29 20:00:00,3.04
461,2022-08-30 20:00:00,down,20403.8,10,22444.18,20203.8,Win,2022-08-30 22:00:00,2.94
462,2022-08-31 09:00:00,up,19961.01,10,17964.91,20161.01,Win,2022-08-31 09:00:00,3.01
463,2022-08-31 23:00:00,down,20106.97,10,22117.67,19906.97,Win,2022-08-31 23:00:00,2.98
464,2022-09-02 04:00:00,up,19871.68,10,17884.51,20071.68,Win,2022-09-02 04:00:00,3.02
465,2022-09-03 01:00:00,down,20128.56,10,22141.42,19928.56,Win,2022-09-03 01:00:00,2.98
466,2022-09-04 06:00:00,up,19750.06,10,17775.05,19950.06,Win,2022-09-05 01:00:00,3.04
467,2022-09-04 15:00:00,down,19700.96,10,21671.06,19500.96,Win,2022-09-07 01:00:00,3.05
468,2022-09-04 17:00:00,up,19737.02,10,17763.32,19937.02,Win,2022-09-04 20:00:00,3.04
469,2022-09-05 13:00:00,down,19886.99,10,21875.69,19686.99,Win,2022-09-05 13:00:00,3.02
470,2022-09-05 23:00:00,up,19843.81,10,17859.43,20043.81,Win,2022-09-06 08:00:00,3.02
471,2022-09-06 03:00:00,down,19741.78,10,21715.96,19541.78,Win,2022-09-07 01:00:00,3.04
472,2022-09-06 06:00:00,up,19750.01,10,17775.01,19950.01,Win,2022-09-06 08:00:00,3.04
473,2022-09-06 13:00:00,down,19761.95,10,21738.15,19561.95,Win,2022-09-07 01:00:00,3.04
474,2022-09-06 14:00:00,up,19782.1,10,17803.89,19982.1,Win,2022-09-06 16:00:00,3.03
475,2022-09-06 21:00:00,down,19852.88,10,21838.17,19652.88,Win,2022-09-07 01:00:00,3.02
476,2022-09-07 16:00:00,up,18799.61,10,16919.65,18999.61,Win,2022-09-08 01:00:00,3.19
477,2022-09-08 20:00:00,down,19311.6,10,21242.76,19111.6,Win,2022-09-08 20:00:00,3.11
478,2022-09-09 04:00:00,up,19352.38,10,17417.14,19552.38,Win,2022-09-09 11:00:00,3.1
479,2022-09-10 05:00:00,down,21293.71,10,23423.08,21093.71,Win,2022-09-13 22:00:00,2.82
480,2022-09-11 06:00:00,up,21606.07,10,19445.46,21806.07,Win,2022-09-11 06:00:00,2.78
481,2022-09-11 08:00:00,down,21647.21,10,23811.93,21447.21,Win,2022-09-11 14:00:00,2.77
482,2022-09-12 09:00:00,up,21638.38,10,19474.54,21838.38,Win,2022-09-12 09:00:00,2.77
483,2022-09-12 12:00:00,down,21656.43,10,23822.07,21456.43,Win,2022-09-13 20:00:00,2.77
484,2022-09-12 13:00:00,up,21714.49,10,19543.04,21914.49,Win,2022-09-12 15:00:00,2.76
485,2022-09-13 05:00:00,down,22402.97,10,24643.27,22202.97,Win,2022-09-13 08:00:00,2.68
486,2022-09-13 19:00:00,up,22531.96,10,20278.76,22731.96,Win,2022-09-13 20:00:00,2.66
487,2022-09-13 20:00:00,down,22522.74,10,24775.01,22322.74,Win,2022-09-13 20:00:00,2.66
488,2022-09-14 12:00:00,up,20323.04,10,18290.74,20523.04,Lose,2022-09-19 14:00:00,0
489,2022-09-15 22:00:00,down,20119.47,10,22131.42,19919.47,Win,2022-09-15 22:00:00,2.98
490,2022-09-16 10:00:00,up,19730.1,10,17757.09,19930.1,Win,2022-09-17 08:00:00,3.04
491,2022-09-17 00:00:00,down,19661.24,10,21627.36,19461.24,Win,2022-09-17 00:00:00,3.05
492,2022-09-17 04:00:00,up,19617.34,10,17655.61,19817.34,Win,2022-09-17 05:00:00,3.06
493,2022-09-18 09:00:00,down,19984.06,10,21982.47,19784.06,Win,2022-09-18 18:00:00,3.0
494,2022-09-19 20:00:00,up,18685.77,10,16817.19,18885.77,Win,2022-09-19 21:00:00,3.21
495,2022-09-20 16:00:00,down,19358.87,10,21294.76,19158.87,Win,2022-09-20 17:00:00,3.1
496,2022-09-21 11:00:00,up,19013.17,10,17111.85,19213.17,Win,2022-09-21 20:00:00,3.16
497,2022-09-22 05:00:00,down,18926.26,10,20818.89,18726.26,Win,2022-09-22 05:00:00,3.17
498,2022-09-22 15:00:00,up,18768.14,10,16891.33,18968.14,Win,2022-09-22 15:00:00,3.2
499,2022-09-23 15:00:00,down,19331.69,10,21264.86,19131.69,Win,2022-09-23 16:00:00,3.1
500,2022-09-24 06:00:00,up,19010.43,10,17109.39,19210.43,Win,2022-09-24 06:00:00,3.16
501,2022-09-24 18:00:00,down,19025.51,10,20928.06,18825.51,Win,2022-09-25 06:00:00,3.15
502,2022-09-24 20:00:00,up,19052.24,10,17147.02,19252.24,Win,2022-09-26 16:00:00,3.15
503,2022-09-25 05:00:00,down,19142.04,10,21056.24,18942.04,Win,2022-09-25 05:00:00,3.13
504,2022-09-25 15:00:00,up,19024.91,10,17122.42,19224.91,Win,2022-09-26 16:00:00,3.15
505,2022-09-25 22:00:00,down,18935.52,10,20829.07,18735.52,Win,2022-09-26 05:00:00,3.17
506,2022-09-26 15:00:00,up,18699.55,10,16829.6,18899.55,Win,2022-09-26 15:00:00,3.21
507,2022-09-27 23:00:00,down,20204.36,10,22224.8,20004.36,Win,2022-09-27 23:00:00,2.97
508,2022-09-28 19:00:00,up,19005.13,10,17104.62,19205.13,Win,2022-09-28 22:00:00,3.16
509,2022-09-29 14:00:00,down,19454.78,10,21400.26,19254.78,Win,2022-09-29 20:00:00,3.08
510,2022-09-30 04:00:00,up,19402.63,10,17462.37,19602.63,Win,2022-09-30 07:00:00,3.09
511,2022-09-30 13:00:00,down,19430.33,10,21373.36,19230.33,Win,2022-09-30 20:00:00,3.09
512,2022-09-30 15:00:00,up,19445.14,10,17500.63,19645.14,Win,2022-09-30 22:00:00,3.09
513,2022-09-30 19:00:00,down,19485.77,10,21434.35,19285.77,Win,2022-09-30 20:00:00,3.08
514,2022-09-30 22:00:00,up,19472.09,10,17524.88,19672.09,Win,2022-09-30 22:00:00,3.08
515,2022-10-01 04:00:00,down,19473.52,10,21420.87,19273.52,Win,2022-10-01 06:00:00,3.08
516,2022-10-02 06:00:00,up,19288.42,10,17359.58,19488.42,Win,2022-10-03 22:00:00,3.11
517,2022-10-02 18:00:00,down,19262.28,10,21188.51,19062.28,Win,2022-10-02 18:00:00,3.11
518,2022-10-03 02:00:00,up,19197.18,10,17277.46,19397.18,Win,2022-10-03 22:00:00,3.13
519,2022-10-03 07:00:00,down,19170.64,10,21087.7,18970.64,Win,2022-10-03 07:00:00,3.13
520,2022-10-03 09:00:00,up,19091.99,10,17182.79,19291.99,Win,2022-10-03 14:00:00,3.14
521,2022-10-03 12:00:00,down,19168.35,10,21085.18,18968.35,Win,2022-10-11 08:00:00,3.13
522,2022-10-03 13:00:00,up,19095.45,10,17185.9,19295.45,Win,2022-10-03 14:00:00,3.14
523,2022-10-05 09:00:00,down,20181.95,10,22200.15,19981.95,Win,2022-10-05 19:00:00,2.97
524,2022-10-06 08:00:00,up,20158.26,10,18142.43,20358.26,Win,2022-10-06 08:00:00,2.98
525,2022-10-06 15:00:00,down,20172.68,10,22189.95,19972.68,Win,2022-10-06 22:00:00,2.97
526,2022-10-07 17:00:00,up,19972.59,10,17975.33,20172.59,Win,2022-10-26 01:00:00,3.0
527,2022-10-07 20:00:00,down,20000.15,10,22000.17,19800.15,Win,2022-10-07 20:00:00,3.0
528,2022-10-08 08:00:00,up,19530.09,10,17577.08,19730.09,Win,2022-10-14 09:00:00,3.07
529,2022-10-09 05:00:00,down,19452.08,10,21397.29,19252.08,Win,2022-10-09 05:00:00,3.08
530,2022-10-09 09:00:00,up,19396.76,10,17457.08,19596.76,Win,2022-10-14 09:00:00,3.09
531,2022-10-10 06:00:00,down,19478.17,10,21425.99,19278.17,Win,2022-10-10 16:00:00,3.08
532,2022-10-10 08:00:00,up,19439.96,10,17495.96,19639.96,Win,2022-10-14 09:00:00,3.09
533,2022-10-10 13:00:00,down,19466.83,10,21413.51,19266.83,Win,2022-10-10 16:00:00,3.08
534,2022-10-11 16:00:00,up,19082.28,10,17174.05,19282.28,Win,2022-10-14 02:00:00,3.14
535,2022-10-13 10:00:00,down,19107.03,10,21017.73,18907.03,Win,2022-10-13 18:00:00,3.14
536,2022-10-14 01:00:00,up,19084.62,10,17176.16,19284.62,Win,2022-10-14 02:00:00,3.14
537,2022-10-14 18:00:00,down,19648.83,10,21613.71,19448.83,Win,2022-10-14 22:00:00,3.05
538,2022-10-15 20:00:00,up,19167.33,10,17250.6,19367.33,Win,2022-10-17 03:00:00,3.13
539,2022-10-17 11:00:00,down,19204.36,10,21124.8,19004.36,Win,2022-10-20 08:00:00,3.12
540,2022-10-17 13:00:00,up,19226.25,10,17303.62,19426.25,Win,2022-10-17 19:00:00,3.12
541,2022-10-18 06:00:00,down,19514.57,10,21466.03,19314.57,Win,2022-10-18 23:00:00,3.07
542,2022-10-18 08:00:00,up,19548.48,10,17593.63,19748.48,Win,2022-10-25 23:00:00,3.07
543,2022-10-18 09:00:00,down,19596.34,10,21555.97,19396.34,Win,2022-10-18 22:00:00,3.06
544,2022-10-18 15:00:00,up,19643.55,10,17679.19,19843.55,Win,2022-10-26 01:00:00,3.05
545,2022-10-18 16:00:00,down,19665.95,10,21632.55,19465.95,Win,2022-10-18 22:00:00,3.05
546,2022-10-19 23:00:00,up,19154.96,10,17239.46,19354.96,Win,2022-10-24 01:00:00,3.13
547,2022-10-20 08:00:00,down,19123.35,10,21035.68,18923.35,Win,2022-10-20 08:00:00,3.14
548,2022-10-20 12:00:00,up,19043.2,10,17138.88,19243.2,Win,2022-10-20 18:00:00,3.15
549,2022-10-21 02:00:00,down,19099.3,10,21009.23,18899.3,Win,2022-10-21 20:00:00,3.14
550,2022-10-21 23:00:00,up,18976.14,10,17078.53,19176.14,Win,2022-10-22 00:00:00,3.16
551,2022-10-22 17:00:00,down,19154.67,10,21070.14,18954.67,Lose,2022-10-29 18:00:00,0
552,2022-10-22 19:00:00,up,19167.28,10,17250.55,19367.28,Win,2022-10-24 01:00:00,3.13
553,2022-10-23 01:00:00,down,19193.86,10,21113.25,18993.86,Lose,2022-11-04 22:00:00,0
554,2022-10-24 01:00:00,up,19178.69,10,17260.82,19378.69,Win,2022-10-24 01:00:00,3.13
555,2022-10-24 11:00:00,down,19414.97,10,21356.47,19214.97,Win,2022-10-24 22:00:00,3.09
556,2022-10-25 21:00:00,up,19328.3,10,17395.47,19528.3,Win,2022-10-25 22:00:00,3.1
557,2022-10-26 14:00:00,down,20187.92,10,22206.71,19987.92,Win,2022-11-08 12:00:00,2.97
558,2022-10-26 16:00:00,up,20344.05,10,18309.65,20544.05,Win,2022-10-26 16:00:00,2.95
559,2022-10-27 02:00:00,down,20822.6,10,22904.86,20622.6,Win,2022-10-27 11:00:00,2.88
560,2022-10-28 21:00:00,up,20209.96,10,18188.96,20409.96,Win,2022-10-28 21:00:00,2.97
561,2022-10-29 21:00:00,down,20769.57,10,22846.53,20569.57,Win,2022-10-31 00:00:00,2.89
562,2022-10-29 23:00:00,up,20807.48,10,18726.73,21007.48,Win,2022-11-04 22:00:00,2.88
563,2022-10-30 01:00:00,down,20862.06,10,22948.27,20662.06,Win,2022-10-30 17:00:00,2.88
564,2022-10-31 17:00:00,up,20486.77,10,18438.09,20686.77,Win,2022-10-31 17:00:00,2.93
565,2022-10-31 22:00:00,down,20333.74,10,22367.11,20133.74,Win,2022-11-03 03:00:00,2.95
566,2022-11-01 07:00:00,up,20480.45,10,18432.4,20680.45,Win,2022-11-01 17:00:00,2.93
567,2022-11-01 21:00:00,down,20542.52,10,22596.77,20342.52,Win,2022-11-01 22:00:00,2.92
568,2022-11-02 07:00:00,up,20477.53,10,18429.78,20677.53,Win,2022-11-03 02:00:00,2.93
569,2022-11-02 15:00:00,down,20476.96,10,22524.66,20276.96,Win,2022-11-03 02:00:00,2.93
570,2022-11-02 16:00:00,up,20421.64,10,18379.48,20621.64,Win,2022-11-03 02:00:00,2.94
571,2022-11-02 17:00:00,down,20504.59,10,22555.05,20304.59,Win,2022-11-03 02:00:00,2.93
572,2022-11-03 00:00:00,up,20409.03,10,18368.13,20609.03,Win,2022-11-03 02:00:00,2.94
573,2022-11-03 03:00:00,down,20456.23,10,22501.85,20256.23,Win,2022-11-03 03:00:00,2.93
574,2022-11-03 11:00:00,up,20285.67,10,18257.1,20485.67,Win,2022-11-04 13:00:00,2.96
575,2022-11-03 19:00:00,down,20268.53,10,22295.38,20068.53,Win,2022-11-03 19:00:00,2.96
576,2022-11-03 23:00:00,up,20318.59,10,18286.73,20518.59,Win,2022-11-04 14:00:00,2.95
577,2022-11-05 16:00:00,down,21384.92,10,23523.41,21184.92,Win,2022-11-06 13:00:00,2.81
578,2022-11-08 01:00:00,up,20662.98,10,18596.68,20862.98,Win,2022-11-08 03:00:00,2.9
579,2022-11-08 06:00:00,down,20681.97,10,22750.17,20481.97,Win,2022-11-08 06:00:00,2.9
580,2022-11-09 00:00:00,up,19522.0,10,17569.8,19722.0,Win,2022-11-09 00:00:00,3.07
581,2022-11-09 02:00:00,down,19342.67,10,21276.94,19142.67,Win,2022-11-09 02:00:00,3.1
582,2022-11-09 13:00:00,up,18256.09,10,16430.48,18456.09,Win,2022-11-09 13:00:00,3.29
583,2022-11-09 18:00:00,down,17763.68,10,19540.05,17563.68,Win,2022-11-09 18:00:00,3.38
584,2022-11-10 11:00:00,up,16210.23,10,14589.21,16410.23,Win,2022-11-10 11:00:00,3.7
585,2022-11-11 11:00:00,down,17203.11,10,18923.42,17003.11,Win,2022-11-11 11:00:00,3.49
586,2022-11-12 11:00:00,up,16889.02,10,15200.12,17089.02,Win,2022-11-14 21:00:00,3.55
587,2022-11-12 12:00:00,down,16907.58,10,18598.34,16707.58,Win,2022-11-12 13:00:00,3.55
588,2022-11-12 16:00:00,up,16822.02,10,15139.82,17022.02,Win,2022-11-14 21:00:00,3.57
589,2022-11-13 14:00:00,down,16853.68,10,18539.05,16653.68,Win,2022-11-13 15:00:00,3.56
590,2022-11-14 15:00:00,up,16639.75,10,14975.77,16839.75,Win,2022-11-14 15:00:00,3.61
591,2022-11-15 03:00:00,down,16614.82,10,18276.3,16414.82,Win,2022-11-15 03:00:00,3.61
592,2022-11-15 09:00:00,up,16564.16,10,14907.74,16764.16,Win,2022-11-15 09:00:00,3.62
593,2022-11-16 02:00:00,down,16999.24,10,18699.16,16799.24,Win,2022-11-16 02:00:00,3.53
594,2022-11-17 07:00:00,up,16669.61,10,15002.65,16869.61,Win,2022-11-18 08:00:00,3.6
595,2022-11-18 16:00:00,down,16745.84,10,18420.42,16545.84,Win,2022-11-20 19:00:00,3.58
596,2022-11-19 18:00:00,up,16635.1,10,14971.59,16835.1,Win,2022-11-30 08:00:00,3.61
597,2022-11-20 16:00:00,down,16722.2,10,18394.42,16522.2,Win,2022-11-20 19:00:00,3.59
598,2022-11-21 20:00:00,up,16084.42,10,14475.98,16284.42,Win,2022-11-22 23:00:00,3.73
599,2022-11-22 03:00:00,down,15971.36,10,17568.5,15771.36,Win,2022-11-22 03:00:00,3.76
600,2022-11-22 10:00:00,up,15812.06,10,14230.85,16012.06,Win,2022-11-22 21:00:00,3.79
601,2022-11-23 21:00:00,down,16514.03,10,18165.43,16314.029999999999,Win,2022-11-28 09:00:00,3.63
602,2022-11-24 09:00:00,up,16562.99,10,14906.69,16762.99,Win,2022-11-24 09:00:00,3.62
603,2022-11-24 15:00:00,down,16710.5,10,18381.55,16510.5,Win,2022-11-24 18:00:00,3.59
604,2022-11-25 20:00:00,up,16531.64,10,14878.48,16731.64,Win,2022-11-30 08:00:00,3.63
605,2022-11-26 19:00:00,down,16595.82,10,18255.4,16395.82,Win,2022-11-27 06:00:00,3.62
606,2022-11-27 12:00:00,up,16527.22,10,14874.5,16727.22,Win,2022-11-30 08:00:00,3.63
607,2022-11-28 07:00:00,down,16573.03,10,18230.33,16373.029999999999,Win,2022-11-28 09:00:00,3.62
608,2022-11-28 22:00:00,up,16179.46,10,14561.51,16379.46,Win,2022-11-29 00:00:00,3.71
609,2022-11-29 23:00:00,down,16362.64,10,17998.9,16162.64,Lose,2022-12-13 21:00:00,0
610,2022-11-30 06:00:00,up,16465.36,10,14818.82,16665.36,Win,2022-11-30 08:00:00,3.64
611,2022-11-30 07:00:00,down,16494.61,10,18144.07,16294.61,Lose,2022-12-15 00:00:00,0
612,2022-11-30 08:00:00,up,16442.91,10,14798.62,16642.91,Win,2022-11-30 08:00:00,3.65
613,2022-11-30 20:00:00,down,16879.32,10,18567.25,16679.32,Win,2022-12-07 16:00:00,3.55
614,2022-12-01 04:00:00,up,17061.14,10,15355.03,17261.14,Win,2022-12-01 21:00:00,3.52
615,2022-12-01 13:00:00,down,17142.23,10,18856.45,16942.23,Win,2022-12-01 23:00:00,3.5
616,2022-12-02 18:00:00,up,16962.17,10,15265.95,17162.17,Win,2022-12-03 08:00:00,3.54
617,2022-12-02 22:00:00,down,16889.18,10,18578.1,16689.18,Win,2022-12-07 16:00:00,3.55
618,2022-12-03 02:00:00,up,16935.68,10,15242.11,17135.68,Win,2022-12-03 08:00:00,3.54
619,2022-12-03 14:00:00,down,17016.31,10,18717.94,16816.31,Win,2022-12-07 15:00:00,3.53
620,2022-12-04 10:00:00,up,16967.26,10,15270.53,17167.26,Win,2022-12-05 07:00:00,3.54
621,2022-12-04 20:00:00,down,16948.64,10,18643.5,16748.64,Win,2022-12-07 15:00:00,3.54
622,2022-12-04 22:00:00,up,16946.66,10,15251.99,17146.66,Win,2022-12-05 02:00:00,3.54
623,2022-12-05 20:00:00,down,17310.08,10,19041.09,17110.08,Win,2022-12-05 23:00:00,3.47
624,2022-12-06 16:00:00,up,17001.17,10,15301.05,17201.17,Win,2022-12-09 02:00:00,3.53
625,2022-12-07 15:00:00,down,16956.03,10,18651.63,16756.03,Win,2022-12-07 15:00:00,3.54
626,2022-12-08 04:00:00,up,16815.13,10,15133.62,17015.13,Win,2022-12-09 02:00:00,3.57
627,2022-12-09 15:00:00,down,17218.0,10,18939.8,17018.0,Win,2022-12-12 08:00:00,3.48
628,2022-12-10 22:00:00,up,17158.24,10,15442.42,17358.24,Win,2022-12-13 17:00:00,3.5
