,Open Time,open,high,low,close,Close Time
75,2022-06-13 12:00:00,23729.43,24376.09,22600.0,23271.54,2022-06-13 15:59:59.999000064
76,2022-06-13 16:00:00,23271.53,24204.55,23101.01,23218.22,2022-06-13 19:59:59.999000064
77,2022-06-13 20:00:00,23215.97,23787.3,21925.77,22487.41,2022-06-13 23:59:59.999000064
78,2022-06-14 00:00:00,22485.27,22796.71,20846.0,22127.91,2022-06-14 03:59:59.999000064
79,2022-06-14 04:00:00,22127.92,23362.88,21763.71,22877.52,2022-06-14 07:59:59.999000064
80,2022-06-14 08:00:00,22877.52,22979.96,21725.22,21994.56,2022-06-14 11:59:59.999000064
81,2022-06-14 12:00:00,21994.56,22800.0,21811.01,22680.38,2022-06-14 15:59:59.999000064
82,2022-06-14 16:00:00,22680.38,22777.07,22126.4,22196.28,2022-06-14 19:59:59.999000064
83,2022-06-14 20:00:00,22190.93,22344.0,21358.0,22136.41,2022-06-14 23:59:59.999000064
84,2022-06-15 00:00:00,22136.42,22297.37,21406.68,21455.8,2022-06-15 03:59:59.999000064
85,2022-06-15 04:00:00,21455.8,21490.67,20652.18,20722.92,2022-06-15 07:59:59.999000064
86,2022-06-15 08:00:00,20722.92,21290.0,20111.62,21177.03,2022-06-15 11:59:59.999000064
87,2022-06-15 12:00:00,21177.04,21798.95,21045.13,21419.1,2022-06-15 15:59:59.999000064
88,2022-06-15 16:00:00,21419.09,22496.52,20250.0,21632.04,2022-06-15 19:59:59.999000064
89,2022-06-15 20:00:00,21632.03,22800.0,21450.0,22583.72,2022-06-15 23:59:59.999000064
90,2022-06-16 00:00:00,22583.72,22995.73,22167.08,22211.62,2022-06-16 03:59:59.999000064
91,2022-06-16 04:00:00,22211.62,22361.98,21646.64,21764.17,2022-06-16 07:59:59.999000064
92,2022-06-16 08:00:00,21764.18,21888.0,20852.35,21044.55,2022-06-16 11:59:59.999000064
93,2022-06-16 12:00:00,21044.56,21510.2,20745.0,21074.77,2022-06-16 15:59:59.999000064
94,2022-06-16 16:00:00,21074.77,21500.0,20818.0,20875.48,2022-06-16 19:59:59.999000064
95,2022-06-16 20:00:00,20875.48,21048.38,20232.0,20401.31,2022-06-16 23:59:59.999000064
96,2022-06-17 00:00:00,20400.6,21059.68,20246.66,20383.38,2022-06-17 03:59:59.999000064
97,2022-06-17 04:00:00,20383.37,21286.01,20326.0,21100.64,2022-06-17 07:59:59.999000064
98,2022-06-17 08:00:00,21100.65,21365.43,20847.49,20972.04,2022-06-17 11:59:59.999000064
99,2022-06-17 12:00:00,20972.04,21047.41,20386.93,20663.7,2022-06-17 15:59:59.999000064
100,2022-06-17 16:00:00,20661.95,20791.96,20440.92,20515.59,2022-06-17 19:59:59.999000064
101,2022-06-17 20:00:00,20515.59,20723.0,20368.2,20468.81,2022-06-17 23:59:59.999000064
102,2022-06-18 00:00:00,20468.81,20792.06,20322.08,20459.65,2022-06-18 03:59:59.999000064
103,2022-06-18 04:00:00,20459.65,20537.34,19066.8,19258.58,2022-06-18 07:59:59.999000064
104,2022-06-18 08:00:00,19258.58,19540.0,18742.5,19243.98,2022-06-18 11:59:59.999000064
105,2022-06-18 12:00:00,19243.99,19291.99,18942.75,18953.76,2022-06-18 15:59:59.999000064
106,2022-06-18 16:00:00,18953.76,19101.28,18031.13,18067.6,2022-06-18 19:59:59.999000064
107,2022-06-18 20:00:00,18067.61,19493.23,17622.0,18970.79,2022-06-18 23:59:59.999000064
108,2022-06-19 00:00:00,18970.79,19198.0,18224.98,18311.09,2022-06-19 03:59:59.999000064
109,2022-06-19 04:00:00,18311.1,18621.57,17960.41,18306.93,2022-06-19 07:59:59.999000064
110,2022-06-19 08:00:00,18307.39,20150.0,18264.67,19692.5,2022-06-19 11:59:59.999000064
111,2022-06-19 12:00:00,19692.49,19945.88,19130.84,19824.97,2022-06-19 15:59:59.999000064
112,2022-06-19 16:00:00,19824.96,20344.91,19350.08,20124.08,2022-06-19 19:59:59.999000064
113,2022-06-19 20:00:00,20124.07,20815.95,20050.47,20574.0,2022-06-19 23:59:59.999000064
114,2022-06-20 00:00:00,20574.0,20687.99,19637.03,19980.49,2022-06-20 03:59:59.999000064
115,2022-06-20 04:00:00,19980.49,20258.29,19776.58,20086.63,2022-06-20 07:59:59.999000064
116,2022-06-20 08:00:00,20086.62,21022.0,20023.14,20801.79,2022-06-20 11:59:59.999000064
117,2022-06-20 12:00:00,20801.79,21090.0,20364.33,20824.74,2022-06-20 15:59:59.999000064
118,2022-06-20 16:00:00,20824.74,20832.82,19832.95,20072.81,2022-06-20 19:59:59.999000064
119,2022-06-20 20:00:00,20072.8,20784.77,20001.53,20573.89,2022-06-20 23:59:59.999000064
120,2022-06-21 00:00:00,20573.9,20783.99,20348.4,20614.04,2022-06-21 03:59:59.999000064
121,2022-06-21 04:00:00,20614.04,21333.0,20474.41,21120.28,2022-06-21 07:59:59.999000064
122,2022-06-21 08:00:00,21120.28,21500.01,20911.13,20962.42,2022-06-21 11:59:59.999000064
123,2022-06-21 12:00:00,20962.42,21723.0,20853.36,21392.19,2022-06-21 15:59:59.999000064
124,2022-06-21 16:00:00,21392.18,21550.39,20870.01,20888.64,2022-06-21 19:59:59.999000064
125,2022-06-21 20:00:00,20888.63,21054.99,20551.0,20723.52,2022-06-21 23:59:59.999000064
126,2022-06-22 00:00:00,20723.51,20736.68,20253.96,20317.88,2022-06-22 03:59:59.999000064
127,2022-06-22 04:00:00,20317.89,20595.42,19950.34,20099.62,2022-06-22 07:59:59.999000064
128,2022-06-22 08:00:00,20099.62,20676.7,20038.85,20506.3,2022-06-22 11:59:59.999000064
129,2022-06-22 12:00:00,20506.3,20900.0,20035.54,20080.1,2022-06-22 15:59:59.999000064
130,2022-06-22 16:00:00,20080.85,20380.0,19840.86,20117.34,2022-06-22 19:59:59.999000064
131,2022-06-22 20:00:00,20117.34,20239.87,19770.51,19987.99,2022-06-22 23:59:59.999000064
132,2022-06-23 00:00:00,19988.0,20612.22,19890.07,20213.79,2022-06-23 03:59:59.999000064
133,2022-06-23 04:00:00,20213.78,20657.14,20168.26,20461.83,2022-06-23 07:59:59.999000064
134,2022-06-23 08:00:00,20461.83,20812.12,20454.32,20638.79,2022-06-23 11:59:59.999000064
135,2022-06-23 12:00:00,20638.89,20829.21,20287.41,20351.91,2022-06-23 15:59:59.999000064
136,2022-06-23 16:00:00,20351.91,20945.55,20170.0,20910.06,2022-06-23 19:59:59.999000064
137,2022-06-23 20:00:00,20910.06,21233.0,20672.72,21110.13,2022-06-23 23:59:59.999000064
138,2022-06-24 00:00:00,21110.12,21369.85,20973.68,21073.73,2022-06-24 03:59:59.999000064
139,2022-06-24 04:00:00,21073.73,21168.13,20736.72,20913.72,2022-06-24 07:59:59.999000064
140,2022-06-24 08:00:00,20913.73,21326.52,20745.01,21169.53,2022-06-24 11:59:59.999000064
141,2022-06-24 12:00:00,21169.53,21457.0,20822.9,20884.17,2022-06-24 15:59:59.999000064
142,2022-06-24 16:00:00,20884.17,21267.36,20784.76,21253.61,2022-06-24 19:59:59.999000064
143,2022-06-24 20:00:00,21253.79,21558.41,21146.0,21237.69,2022-06-24 23:59:59.999000064
144,2022-06-25 00:00:00,21237.68,21379.65,21121.72,21300.62,2022-06-25 03:59:59.999000064
145,2022-06-25 04:00:00,21300.62,21614.5,21180.4,21508.13,2022-06-25 07:59:59.999000064
146,2022-06-25 08:00:00,21508.09,21555.71,21318.63,21340.22,2022-06-25 11:59:59.999000064
147,2022-06-25 12:00:00,21340.22,21372.89,20906.62,20961.89,2022-06-25 15:59:59.999000064
148,2022-06-25 16:00:00,20961.89,21271.62,20915.0,21206.2,2022-06-25 19:59:59.999000064
149,2022-06-25 20:00:00,21206.21,21588.43,21146.04,21491.19,2022-06-25 23:59:59.999000064
150,2022-06-26 00:00:00,21491.18,21544.49,21282.13,21426.23,2022-06-26 03:59:59.999000064
151,2022-06-26 04:00:00,21426.23,21526.0,21336.96,21396.52,2022-06-26 07:59:59.999000064
152,2022-06-26 08:00:00,21396.52,21777.0,21365.15,21708.6,2022-06-26 11:59:59.999000064
153,2022-06-26 12:00:00,21708.6,21888.0,21197.12,21326.11,2022-06-26 15:59:59.999000064
154,2022-06-26 16:00:00,21325.98,21445.88,21115.3,21283.6,2022-06-26 19:59:59.999000064
155,2022-06-26 20:00:00,21283.6,21425.0,20964.73,21038.07,2022-06-26 23:59:59.999000064
156,2022-06-27 00:00:00,21038.08,21190.1,20926.01,21171.32,2022-06-27 03:59:59.999000064
157,2022-06-27 04:00:00,21171.33,21404.52,21142.86,21363.22,2022-06-27 07:59:59.999000064
158,2022-06-27 08:00:00,21363.23,21539.85,21285.48,21304.55,2022-06-27 11:59:59.999000064
159,2022-06-27 12:00:00,21304.56,21343.83,20590.0,20754.73,2022-06-27 15:59:59.999000064
160,2022-06-27 16:00:00,20754.74,20945.0,20510.0,20855.37,2022-06-27 19:59:59.999000064
161,2022-06-27 20:00:00,20855.38,20966.73,20680.0,20742.56,2022-06-27 23:59:59.999000064
162,2022-06-28 00:00:00,20742.57,20873.82,20510.0,20735.03,2022-06-28 03:59:59.999000064
163,2022-06-28 04:00:00,20735.03,20933.0,20703.3,20879.39,2022-06-28 07:59:59.999000064
164,2022-06-28 08:00:00,20879.39,21212.1,20870.01,20998.13,2022-06-28 11:59:59.999000064
165,2022-06-28 12:00:00,20998.14,21129.19,20588.0,20606.4,2022-06-28 15:59:59.999000064
166,2022-06-28 16:00:00,20606.4,20771.8,20218.0,20255.01,2022-06-28 19:59:59.999000064
167,2022-06-28 20:00:00,20255.01,20463.2,20202.01,20281.29,2022-06-28 23:59:59.999000064
168,2022-06-29 00:00:00,20281.28,20398.0,20152.0,20282.96,2022-06-29 03:59:59.999000064
169,2022-06-29 04:00:00,20282.96,20381.1,19889.0,20093.75,2022-06-29 07:59:59.999000064
170,2022-06-29 08:00:00,20093.74,20233.98,19854.92,20104.8,2022-06-29 11:59:59.999000064
171,2022-06-29 12:00:00,20104.81,20254.2,19892.97,20084.48,2022-06-29 15:59:59.999000064
172,2022-06-29 16:00:00,20084.48,20268.0,19921.85,20223.63,2022-06-29 19:59:59.999000064
173,2022-06-29 20:00:00,20223.63,20432.31,20052.74,20123.01,2022-06-29 23:59:59.999000064
174,2022-06-30 00:00:00,20123.0,20179.08,19951.08,20077.01,2022-06-30 03:59:59.999000064
175,2022-06-30 04:00:00,20077.01,20091.15,19310.0,19435.9,2022-06-30 07:59:59.999000064
176,2022-06-30 08:00:00,19435.89,19440.73,18921.59,19101.36,2022-06-30 11:59:59.999000064
177,2022-06-30 12:00:00,19101.35,19341.26,18756.71,19143.98,2022-06-30 15:59:59.999000064
178,2022-06-30 16:00:00,19143.97,19295.89,18850.21,18927.34,2022-06-30 19:59:59.999000064
179,2022-06-30 20:00:00,18927.33,19980.0,18626.0,19942.21,2022-06-30 23:59:59.999000064
180,2022-07-01 00:00:00,19942.21,20918.35,19658.97,19730.76,2022-07-01 03:59:59.999000064
