交易 #,種類,信號,日期/時間,價格 USDT,合約,獲利 USDT,獲利 %,累計獲利 USDT,累計獲利 %,最大交易獲利 USDT,最大交易獲利 %,最大交易虧損 USDT,最大交易虧損 %
9,多頭進場,MacdLE,2018-01-29,11879.95,0.16835,-278.14,-13.91,2108.71,-2.25,15.81,0.79,333.52,16.68
8,空頭出場,MacdLE,2018-01-29,11879.95,0.13888,349.76,17.49,2386.85,2.91,745.03,37.25,79.04,3.95
8,空頭進場,MacdSE,2018-01-10,14401.00,0.13888,349.76,17.49,2386.85,2.91,745.03,37.25,79.04,3.95
7,多頭出場,MacdSE,2018-01-10,14401.00,0.11716,-313.04,-15.65,2037.09,-2.53,3.33,0.17,499.04,24.95
7,多頭進場,MacdLE,2018-01-07,17069.79,0.11716,-313.04,-15.65,2037.09,-2.53,3.33,0.17,499.04,24.95
6,空頭出場,MacdLE,2018-01-07,17069.79,0.12129,-71.88,-3.6,2350.14,-0.58,669.26,33.48,100.75,5.04
6,空頭進場,MacdSE,2017-12-21,16480.52,0.12129,-71.88,-3.6,2350.14,-0.58,669.26,33.48,100.75,5.04
5,多頭出場,MacdSE,2017-12-21,16480.52,0.25976,2285.39,114.56,2422.02,22.55,3147.75,157.78,67.22,3.37
5,多頭進場,MacdLE,2017-11-18,7680.01,0.25976,2285.39,114.56,2422.02,22.55,3147.75,157.78,67.22,3.37
4,空頭出場,MacdLE,2017-11-18,7680.01,0.30736,-362.20,-18.12,136.62,-3.45,361.87,18.1,456.94,22.86
4,空頭進場,MacdSE,2017-11-11,6503.00,0.30736,-362.20,-18.12,136.62,-3.45,361.87,18.1,456.94,22.86
3,多頭出場,MacdSE,2017-11-11,6503.00,0.30945,11.98,0.6,498.83,0.11,404.26,20.21,64.56,3.23
3,多頭進場,MacdLE,2017-11-01,6463.00,0.30945,11.98,0.6,498.83,0.11,404.26,20.21,64.56,3.23
2,空頭出場,MacdLE,2017-11-01,6463.00,0.36516,-349.56,-17.38,486.85,-3.23,80.11,3.98,362.11,18.01
2,空頭進場,MacdSE,2017-10-25,5506.92,0.36516,-349.56,-17.38,486.85,-3.23,80.11,3.98,362.11,18.01
1,多頭出場,MacdSE,2017-10-25,5506.92,0.51515,836.41,41.82,836.41,8.36,1178.79,58.94,5.12,0.26
1,多頭進場,MacdLE,2017-09-27,3882.36,0.51515,836.41,41.82,836.41,8.36,1178.79,58.94,5.12,0.26
