,index,Open Time,open,high,low,close,Close Time,EMA,RSI,BBL_70_1.6,BBM_70_1.6,BBU_70_1.6,BBB_70_1.6,BBP_70_1.6
20,1069,2020-07-21,9160.78,9437.73,9152.8,9390.0,2020-07-21 23:59:59.999000064,9116.12,46.08,8919.177291528453,9359.92614285713,9800.674994185807,9.417784811582669,0.274082062543345
21,1070,2020-07-22,9390.0,9544.0,9261.0,9518.16,2020-07-22 23:59:59.999000064,9123.84,57.32,8940.298925964178,9368.197714285701,9796.096502607224,9.135135729875001,0.5254759844025504
22,1071,2020-07-23,9518.16,9664.0,9440.33,9603.27,2020-07-23 23:59:59.999000064,9134.95,62.14,8942.496228877708,9371.180714285703,9799.865199693699,9.148996235970484,0.6714306100609295
23,1072,2020-07-24,9603.27,9637.0,9463.44,9537.8,2020-07-24 23:59:59.999000064,9148.14,65.0,8945.110164714437,9368.48499999999,9791.859835285542,9.038277486393014,0.7772779348607904
24,1073,2020-07-25,9538.1,9732.9,9513.0,9700.42,2020-07-25 23:59:59.999000064,9159.12,61.14,8947.192049719628,9371.658428571418,9796.124807423208,9.05851151291894,0.6960597820242183
25,1074,2020-07-26,9700.42,10111.0,9650.0,9931.54,2020-07-26 23:59:59.999000064,9174.37,66.54,8947.192739141625,9376.224285714276,9805.255832286926,9.151477897693386,0.8778226996075058
26,1075,2020-07-27,9931.54,11394.86,9917.21,11029.96,2020-07-27 23:59:59.999000064,9195.7,72.48,8941.722493867692,9379.801857142847,9817.881220418003,9.340908687565765,1.1297239599832614
27,1076,2020-07-28,11029.96,11242.23,10565.0,10906.27,2020-07-28 23:59:59.999000064,9247.37,85.67,8863.494665249751,9398.31657142856,9933.13847760737,11.381227736139467,2.0254081870254614
28,1077,2020-07-29,10906.27,11342.82,10812.0,11100.53,2020-07-29 23:59:59.999000064,9294.1,80.91,8811.70384635686,9414.475714285703,10017.247582214546,12.805213720275157,1.7374451804131006
29,1078,2020-07-30,11100.52,11170.0,10831.0,11099.61,2020-07-30 23:59:59.999000064,9344.98,82.57,8754.80311822649,9437.176999999989,10119.550881773488,14.461398398557114,1.7187915191573275
30,1079,2020-07-31,11099.79,11444.0,10960.0,11335.46,2020-07-31 23:59:59.999000064,9394.41,82.54,8718.163826719961,9466.20957142856,10214.25531613716,15.80454645682877,1.591898750929865
31,1080,2020-08-01,11335.46,11861.0,11220.0,11801.17,2020-08-01 23:59:59.999000064,9449.09,84.49,8671.494725948287,9497.144714285703,10322.79470262312,17.38733089105118,1.613253383201791
32,1081,2020-08-02,11801.17,12123.46,10518.5,11071.35,2020-08-02 23:59:59.999000064,9515.35,87.49,8602.646566928666,9534.604142857132,10466.561718785597,19.548951628508735,1.7160241601581467
33,1082,2020-08-03,11071.36,11473.0,10936.0,11219.81,2020-08-03 23:59:59.999000064,9559.18,65.72,8605.080597253347,9568.22157142856,10531.362545603772,20.132079237195445,1.2803314721703418
34,1083,2020-08-04,11219.68,11414.98,11000.0,11191.97,2020-08-04 23:59:59.999000064,9605.95,67.51,8597.233769091086,9601.354857142847,10605.475945194608,20.916237405906386,1.30584162712741
35,1084,2020-08-05,11191.99,11780.93,11093.0,11744.91,2020-08-05 23:59:59.999000064,9650.63,66.8,8597.270816224667,9634.940428571417,10672.610040918167,21.539720355086956,1.250262681349618
36,1085,2020-08-06,11744.91,11900.0,11562.5,11762.46,2020-08-06 23:59:59.999000064,9709.62,73.0,8562.450127586922,9671.238142857133,10780.026158127344,22.929598028544593,1.435107445510003
37,1086,2020-08-07,11762.47,11909.94,11322.0,11594.23,2020-08-07 23:59:59.999000064,9767.45,73.17,8524.971007912773,9702.475285714276,10879.979563515779,24.272244826745112,1.3747291849044925
38,1087,2020-08-08,11594.36,11808.27,11512.0,11761.41,2020-08-08 23:59:59.999000064,9818.91,68.57,8503.737887898036,9733.443285714276,10963.148683530517,25.267633697955016,1.256651437649381
39,1088,2020-08-09,11761.02,11797.11,11521.97,11681.68,2020-08-09 23:59:59.999000064,9873.62,70.57,8474.411286955403,9762.91899999999,11051.426713044579,26.395952133672093,1.27535469123376
40,1089,2020-08-10,11681.69,12067.35,11450.0,11892.92,2020-08-10 23:59:59.999000064,9924.55,68.31,8457.413424142658,9794.82499999999,11132.236575857321,27.308534371105825,1.2054167296220906
41,1090,2020-08-11,11892.9,11935.0,11125.0,11392.08,2020-08-11 23:59:59.999000064,9980.0,71.01,8425.386242518265,9818.970571428563,11212.55490033886,28.38554854141996,1.2440990062629111
42,1091,2020-08-12,11392.09,11617.52,11150.0,11564.33,2020-08-12 23:59:59.999000064,10019.78,58.2,8421.863252156896,9845.74299999999,11269.622747843083,28.9237642673203,1.0430047735219325
43,1092,2020-08-13,11564.34,11792.96,11270.36,11780.0,2020-08-13 23:59:59.999000064,10063.28,60.85,8412.58685153751,9872.857571428562,11333.128291319614,29.581521040412554,1.079167412429401
