time,open,high,low,close,EMA,Smoothing Line,Volume,Volume MA,Histogram,MACD,Signal,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Plot,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Plot
1504137600,4555.14,4745.42,4555.14,4724.89,NaN,NaN,556.956802,NaN,NaN,NaN,NaN,68.51957265837302,NaN,NaN,NaN,50,67.85827398305986,NaN,NaN,NaN,50
1504224000,4689.89,4885.55,4654.88,4834.91,NaN,NaN,560.666366,NaN,NaN,NaN,NaN,71.70988855625473,NaN,NaN,NaN,50,70.6794655907821,NaN,NaN,NaN,50
1504310400,4796.16,4939.19,4286.87,4472.14,NaN,NaN,929.148595,NaN,NaN,NaN,NaN,52.552550844360496,NaN,NaN,NaN,50,53.884720079742976,NaN,NaN,NaN,50
1504396800,4508.5,4714.76,4298.33,4509.08,NaN,NaN,691.216198,NaN,NaN,NaN,NaN,53.92003509808248,NaN,NaN,NaN,50,55.05584599074014,NaN,NaN,NaN,50
1504483200,4505,4527.49,3972.51,4100.11,NaN,NaN,1394.644614,NaN,NaN,NaN,NaN,39.99733087161367,NaN,NaN,NaN,50,42.26003453900124,NaN,NaN,NaN,50
1504569600,4106.97,4484.99,3603,4366.47,NaN,NaN,1228.938157,741.0127101,NaN,NaN,NaN,49.298912853408204,NaN,NaN,NaN,50,50.35319153107059,NaN,NaN,NaN,50
1504656000,4366.49,4662.87,4335.26,4619.77,NaN,NaN,807.363726,741.62337755,NaN,NaN,NaN,56.32305437327641,NaN,NaN,NaN,50,56.58522612592333,NaN,NaN,NaN,50
1504742400,4619.77,4788.59,4438.19,4691.61,NaN,NaN,500.429975,706.6504631,NaN,NaN,NaN,58.11828454210809,NaN,NaN,NaN,50,58.18829511861674,NaN,NaN,NaN,50
1504828800,4691.66,4735.39,4028.93,4282.8,NaN,NaN,1132.255046,744.1977272500001,NaN,NaN,NaN,46.30350781540013,NaN,NaN,NaN,50,47.450898785420655,NaN,NaN,NaN,50
1504915200,4282.8,4426.62,4150.06,4258.81,NaN,NaN,658.782952,753.78272375,NaN,NaN,NaN,45.70865641849721,NaN,NaN,NaN,50,46.90392568983139,NaN,NaN,NaN,50
1505001600,4258.81,4283,3801,4130.37,NaN,NaN,660.373275,752.2142345,NaN,NaN,NaN,42.51836908193855,NaN,NaN,NaN,50,43.98085118876622,NaN,NaN,NaN,50
1505088000,4153.62,4334.43,4098.91,4208.47,NaN,NaN,699.989065,738.8794448499999,NaN,NaN,NaN,45.06194061997414,54.090535093612175,NaN,NaN,50,46.17735104920699,NaN,NaN,NaN,50
1505174400,4208.6,4394.59,4040.8,4163.72,NaN,NaN,879.630319,732.8041325499998,NaN,NaN,NaN,43.84909350048511,52.601927852911096,NaN,NaN,50,45.08649403362089,NaN,NaN,NaN,50
1505260800,4159.72,4165.38,3760,3944.69,NaN,NaN,913.462545,739.1063221499999,NaN,NaN,NaN,38.33925394986733,50.872889370259976,NaN,NaN,50,40.09404200177548,51.754186836254185,NaN,NaN,50
1505347200,3944,3993,3165.13,3189.02,NaN,NaN,1665.021543,793.6767622999998,NaN,NaN,NaN,26.029270517454293,47.83786778876578,NaN,NaN,50,28.40697210452545,48.93623670207315,NaN,NaN,50
1505433600,3188.01,3856,2817,3700,NaN,NaN,1968.866492,880.7146835,NaN,NaN,NaN,40.194278580737276,45.58675279051453,NaN,NaN,50,40.94284848077143,46.812192622786675,NaN,NaN,50
1505520000,3674.01,3950,3470.66,3714.95,4241.1287096774195,NaN,1297.563953,928.0582519,NaN,NaN,NaN,40.55759011349852,44.72996988116724,NaN,NaN,50,41.266881305284876,45.910918424611104,NaN,NaN,50
1505606400,3685.23,3748.21,3499.02,3699.99,4207.307540322581,NaN,682.17121,931.9747315999999,NaN,NaN,NaN,40.2904020737506,43.756424665143534,NaN,NaN,50,41.024313634242155,44.90866611343267,NaN,NaN,50
1505692800,3690,4123.2,3690,4035.01,4196.5389440524195,NaN,1030.006455,953.2978029499998,NaN,NaN,NaN,48.56802723775677,44.36861726272519,NaN,NaN,50,48.34670776409878,45.34342848665393,NaN,NaN,50
1505779200,4060,4089.97,3830.91,3910.04,4178.632760049143,NaN,902.332129,957.9909708499997,NaN,NaN,NaN,45.974435514377845,44.13115459565159,NaN,NaN,50,46.049880555729544,45.03604913127243,NaN,NaN,50
1505865600,3910.04,4046.08,3820,3900,4161.218212546071,4196.965233329527,720.935076,966.1898845499998,NaN,NaN,NaN,45.76026671642901,43.37666976301963,NaN,NaN,50,45.86137631324213,44.270059858938055,NaN,NaN,50
1505952000,3889.99,3910,3567,3609.99,4126.7664492619415,4174.0927812464315,1001.654084,988.2392704499998,NaN,NaN,NaN,39.90278639391499,42.07556275243441,NaN,NaN,50,40.68113886414492,43.01954869790436,NaN,NaN,50
1506038400,3592.84,3750,3505.55,3595.87,4093.58542118307,4151.348357418528,838.966425,983.7301619499998,NaN,NaN,NaN,39.63332713718255,41.59912127541886,NaN,NaN,50,40.441621200314316,42.518886013253905,NaN,NaN,50
1506124800,3595.88,3817.19,3542.91,3780,4073.986332359128,4126.837835079871,752.792791,986.8089915999999,NaN,NaN,NaN,44.924219894859476,41.54309009515902,NaN,NaN,50,44.99003872007041,42.38217980112812,NaN,NaN,50
1506211200,3779.54,3789.99,3622.76,3660.02,4048.1134365866824,4100.733970387379,661.63639,950.1585803999999,NaN,NaN,NaN,42.28948467462209,41.52674120892214,NaN,NaN,50,42.70164348785554,42.29080782249164,NaN,NaN,50
1506297600,3660.02,3979.87,3653.69,3920.75,4040.1532218000148,4076.5209722381674,727.994713,925.1114081999998,NaN,NaN,NaN,49.333895204929526,41.831880822133236,NaN,NaN,50,48.796721480872286,42.47790571046773,NaN,NaN,50
1506384000,3928,3976.99,3850.05,3882.35,4030.290520437514,4057.225786473282,526.727987,911.0796212499997,NaN,NaN,NaN,48.38497647243554,42.155872462986835,NaN,NaN,50,47.98709177258222,42.68509126325068,NaN,NaN,50
1506470400,3882.36,4249.94,3872.81,4193,4040.4598629101692,4046.600674818702,628.170966,917.4666707999999,NaN,NaN,NaN,55.87520411586572,43.40844033198672,NaN,NaN,50,54.55605240332149,43.71809200621825,NaN,NaN,50
1506556800,4192.11,4300,4101,4174.5,4048.837371478284,4041.570882642534,849.785325,903.34318475,NaN,NaN,NaN,55.353346886834544,45.50301721551388,NaN,NaN,50,54.11771350211416,45.55457353461744,NaN,NaN,50
1506643200,4178.98,4263.86,3952.01,4174.69,4056.703160760891,4043.288827477376,1602.309565,950.5195153999999,NaN,NaN,NaN,55.358018280634504,46.58614147979225,NaN,NaN,50,54.12179049630811,46.49592653572721,NaN,NaN,50
1506729600,4175,4380,4138.1,4378.51,4076.816088213335,4050.62140076004,720.353183,953.5185107999998,NaN,NaN,NaN,60.227894392869224,47.99116321403301,NaN,NaN,50,58.39289697478122,47.71921336926266,NaN,NaN,50
1506816000,4378.49,4406.52,4240.04,4378.48,4095.670082700002,4063.6973132125377,726.963685,954.8672417999996,NaN,NaN,NaN,60.22683945340469,49.41519445543687,NaN,NaN,50,58.39203529343338,48.959764916347744,NaN,NaN,50
1506902400,4400,4561.63,4360,4380,4113.440702531252,4078.2934811367536,655.756974,943.6735745499997,NaN,NaN,NaN,60.265308427051494,50.250714540386504,NaN,NaN,50,58.42551029562982,49.67967938288567,NaN,NaN,50
1506988800,4380,4467.33,4180.8,4310,4125.725658623049,4093.6711385657063,1082.323563,952.1166254499997,NaN,NaN,NaN,57.47260761496082,51.072012547571,NaN,NaN,50,56.18372603879984,50.403525488819255,NaN,NaN,50
1507075200,4314.9,4373,4142,4208.59,4130.904679959108,4108.511442405351,868.465101,912.2888033499997,NaN,NaN,NaN,53.5507326103253,51.628474397135015,NaN,NaN,50,53.01036475202059,50.91416752016058,NaN,NaN,50
1507161600,4208.59,4355,4110,4292.43,4141.000012461664,4121.348227255015,779.138638,852.8024106499997,NaN,NaN,NaN,56.243708122656024,52.79568309204509,NaN,NaN,50,55.260236863335365,51.9555316629599,NaN,NaN,50
1507248000,4318.99,4417,4292,4369,4155.25001168281,4133.264213051578,506.529176,813.2506717999997,NaN,NaN,NaN,58.6331783727478,54.152815323156894,NaN,NaN,50,57.272369602911866,53.15772797743115,NaN,NaN,50
1507334400,4369,4479.5,4312.56,4423,4171.984385952634,4144.972949735854,297.5975,794.0219862999996,NaN,NaN,NaN,60.30105438636467,55.251160643978686,NaN,NaN,50,58.68362291953968,54.1358411345361,NaN,NaN,50
1507420800,4425,4658,4425,4640,4201.235361830594,4160.074890377363,518.462004,768.4447637499995,NaN,NaN,NaN,66.26398697808682,56.963625094226174,NaN,NaN,50,63.85071849268287,55.64648934916662,NaN,NaN,50
1507507200,4640,4889.98,4550,4786.95,4237.842526716182,4181.462459728778,646.463145,755.6513145499996,NaN,NaN,NaN,69.63354849916023,58.41360032952837,NaN,NaN,50,66.87214553327274,56.93759106719522,NaN,NaN,50
1507593600,4786.95,4960,4680.59,4783.06,4271.918618796421,4207.64618099573,1043.221773,771.7656493999996,NaN,NaN,NaN,69.43327850804685,59.91705047492918,NaN,NaN,50,66.71318518250699,58.27516916790414,NaN,NaN,50
1507680000,4783.06,4881.61,4710,4821.43,4306.263080121645,4237.848794683497,753.429396,759.3544149999996,NaN,NaN,NaN,70.350850912682,60.951025246130335,NaN,NaN,50,67.53299417028444,59.202093579830056,NaN,NaN,50
1507766400,4821.43,5439.99,4810.16,5430,4376.496637614042,4278.751245015779,1276.701482,781.2411678499996,NaN,NaN,NaN,80.48622954295067,62.746231150138634,NaN,NaN,50,77.14673039812321,60.84702335811642,NaN,NaN,50
1507852800,5439.99,5846.17,5379.84,5649.98,4456.089347763164,4329.722042202293,1879.82762,837.5929092999995,NaN,NaN,NaN,82.80421623259946,64.70667386099328,NaN,NaN,50,79.50871225114575,62.66037491203339,NaN,NaN,50
1507939200,5650,5900,5580.01,5869.99,4544.458138527966,4391.04516456465,970.759046,853.0490420999995,NaN,NaN,NaN,84.77715398979552,66.46019240363087,NaN,NaN,50,81.56130291816459,64.31526105084649,NaN,NaN,50
1508025600,5855.03,5922.3,5400.01,5709.99,4617.303879869968,4460.1222167793585,1343.523375,883.8254751999996,NaN,NaN,NaN,77.70418220696406,67.70857402888511,NaN,NaN,50,75.62823515159786,65.54641818357253,NaN,NaN,50
1508112000,5710,5788.91,5585.19,5760.02,4688.723637378095,4536.614328230649,1528.996462,933.9388989499996,NaN,NaN,NaN,78.3211443649077,68.99827659587484,NaN,NaN,50,76.21096489370981,66.8168077977211,NaN,NaN,50
1508198400,5760,5774.98,5508.63,5595,4745.3659100419645,4610.388182716234,1429.869376,974.0238194499995,NaN,NaN,NaN,71.22886572579644,69.98086646093452,NaN,NaN,50,70.2449279261325,67.821179361102,NaN,NaN,50
1508284800,5595,5596,5037.95,5512.06,4793.284290664342,4677.827171296469,2317.804373,1047.4247718499994,NaN,NaN,NaN,67.8596088271398,71.00292904784985,NaN,NaN,50,67.38948963657086,68.84825970999843,NaN,NaN,50
1508371200,5513,5710,5490.26,5683.9,4848.947772497821,4738.72509809044,1881.722107,1061.3953989499994,NaN,NaN,NaN,70.96391759732167,72.05437258175452,NaN,NaN,50,70.10127545965658,69.90833389544996,NaN,NaN,50
1508457600,5683.31,6110,5600,6010.01,4921.514161716706,4799.567154459788,1972.97722,1124.0266007999994,NaN,NaN,NaN,75.8024491564791,73.28074906630677,NaN,NaN,50,74.4444523540767,71.13491123481887,NaN,NaN,50
1508544000,6013.72,6171,5850.03,6024.97,4990.480151609412,4859.918457306051,1664.307693,1170.8938011999994,NaN,NaN,NaN,76.00257183002282,74.40228602656806,NaN,NaN,50,74.62654259278436,72.27369121147922,NaN,NaN,50
1508630400,6003.27,6060,5720.03,5950.02,5050.451392133824,4920.935553724423,1362.092216,1206.2105632999996,NaN,NaN,NaN,72.71570789546104,74.86312323495193,NaN,NaN,50,71.86382477977564,72.84605594627155,NaN,NaN,50
1508716800,5975,6080,5621.03,5915.93,5104.54380512546,4983.187456616646,1812.557715,1242.7222708999996,NaN,NaN,NaN,71.18812455239006,74.97416438161122,NaN,NaN,50,70.58388709697743,73.11118034367904,NaN,NaN,50
1508803200,5909.47,5925,5450,5477.03,5127.824192305118,5038.962740578106,2580.418767,1328.3199541999995,NaN,NaN,NaN,54.969165938501334,73.94101348378652,NaN,NaN,50,56.605414084507885,72.38919669382196,NaN,NaN,50
1508889600,5506.92,5704.96,5286.98,5689.99,5162.959555286048,5087.251819291974,2282.813205,1403.5036825499994,NaN,NaN,NaN,59.815317311485416,73.18847536941534,NaN,NaN,50,60.67491347940081,71.89933378733026,NaN,NaN,50
1508976000,5670.1,5939.99,5650,5861.77,5206.63520808067,5130.482830586227,1972.965882,1476.8255178499994,NaN,NaN,NaN,63.291603475900295,71.96028779319747,NaN,NaN,50,63.63716807501083,70.9343650499651,NaN,NaN,50
1509062400,5861.77,5980,5649.24,5768.83,5241.772382575628,5168.7470286745865,1403.706416,1532.1309636499996,NaN,NaN,NaN,60.21697569347902,70.34691346897458,NaN,NaN,50,60.96155396688918,69.60956802966105,NaN,NaN,50
1509148800,5768.79,5850.02,5630.03,5719.64,5271.639108664652,5202.166089382425,1276.754412,1570.0455840499994,NaN,NaN,NaN,58.574062893919994,68.47526410498347,NaN,NaN,50,59.53482155818744,68.03624793251983,NaN,NaN,50
1509235200,5709.98,6189.88,5648.01,6169.98,5327.785414373111,5242.158333796024,1804.778173,1627.9613354499993,NaN,NaN,NaN,67.44493634596509,67.74246082919782,NaN,NaN,50,67.12143187576436,67.42861912710315,NaN,NaN,50
1509321600,6133.01,6248.68,6030,6120.5,5377.330075974792,5285.032437933772,1473.687043,1649.484598949999,NaN,NaN,NaN,65.75716029242152,66.84503339544882,NaN,NaN,50,65.66472458009385,66.67531624755915,NaN,NaN,50
1509408000,6120.52,6498.01,6100,6463,5445.184446226367,5332.742285562911,1511.774925,1687.401875399999,NaN,NaN,NaN,71.1994926034434,66.84293531528076,NaN,NaN,50,70.44599202613739,66.68967796898806,NaN,NaN,50
1509494400,6463,6774.67,6338.02,6753.98,5526.984168337219,5389.78464271523,1675.615188,1707.347560699999,NaN,NaN,NaN,74.89717055398486,67.34561829576968,NaN,NaN,50,73.78583315155686,67.14655964862992,NaN,NaN,50
1509580800,6753.98,7300,6685.1,7019.98,5620.296407816142,5459.516102545528,2503.610803,1738.536719849999,NaN,NaN,NaN,77.74645150632449,67.8300850035556,NaN,NaN,50,76.41026698578185,67.59720190049602,NaN,NaN,50
1509667200,7010.31,7346.34,6923,7115.04,5713.717882327634,5536.7025961364325,1891.497592,1784.573647149999,NaN,NaN,NaN,78.68945206496397,68.0362994970188,NaN,NaN,50,77.28546102681184,67.80013109140566,NaN,NaN,50
1509753600,7115.02,7480.99,6901,7357.09,5816.428639682156,5624.522308877905,1399.191767,1787.357066749999,NaN,NaN,NaN,80.9337189721634,68.38852429288599,NaN,NaN,50,79.38295054612962,68.13987451664461,NaN,NaN,50
1509840000,7357.27,7590.25,7279.02,7345.01,5911.964974702021,5717.878414573036,1207.83233,1771.2988601499987,NaN,NaN,NaN,80.47231979208725,68.94256799978787,NaN,NaN,50,78.99092029819357,68.64895276796018,NaN,NaN,50
1509926400,7345.1,7401,6906,6960.12,5977.474663783145,5807.976513662221,1763.019261,1787.9563543999986,NaN,NaN,NaN,67.16351660077503,68.65509600324394,NaN,NaN,50,67.54524326384801,68.4319067798795,NaN,NaN,50
1510012800,6981.72,7198.49,6901,7064.04,6045.384997296698,5892.994231558331,1440.259494,1744.0791104499986,NaN,NaN,NaN,68.6887756259548,69.63506812377632,NaN,NaN,50,68.85734393245684,69.30704462616157,NaN,NaN,50
1510099200,7070,7770.02,6651,7303,6123.985934965654,5975.047842085936,2822.298802,1791.1079451999983,NaN,NaN,NaN,71.95642178263962,70.50228987171592,NaN,NaN,50,71.69145639709792,70.09394054885423,NaN,NaN,50
1510185600,7303.01,7392,7015,7079.99,6183.736189030301,6048.509351955565,1913.398308,1788.1289995999985,NaN,NaN,NaN,65.04544333265153,70.62756414719814,NaN,NaN,50,65.68381994208048,70.24012996793063,NaN,NaN,50
1510272000,7079,7279.91,6255.01,6506.98,6203.938927215907,6106.904142458342,3254.704105,1867.6488201999982,NaN,NaN,NaN,51.24863310280486,69.98696824786427,NaN,NaN,50,53.32008650415807,69.69431086344983,NaN,NaN,50
1510358400,6503,6797.98,6100,6245.05,6206.508369264913,6152.710883554695,2754.156861,1937.2520524499985,NaN,NaN,NaN,46.34644631763784,69.11356706384412,NaN,NaN,50,48.79836102585047,68.92742082542576,NaN,NaN,50
1510444800,6245.05,6630,5325.01,5811.03,6181.7909711858565,6179.992078332527,4968.483069,2095.0483201499983,NaN,NaN,NaN,39.51406174773456,67.11850459254194,NaN,NaN,50,42.384371102760134,67.16048791306832,NaN,NaN,50
1510531200,5839.94,6697.47,5699.99,6465.99,6199.55341048674,6195.105573436745,2621.243039,2097.0895337499983,NaN,NaN,NaN,51.32655437820951,66.08774702724108,NaN,NaN,50,52.52524703158342,66.22195380246043,NaN,NaN,50
1510617600,6465.99,6684.98,6311.07,6574.99,6223.018197331319,6202.961975096949,1254.292531,2045.6635000499984,NaN,NaN,NaN,52.99321790823634,64.78729883472629,NaN,NaN,50,53.97704461801284,65.04560041616583,NaN,NaN,50
1510704000,6575.99,7298,6575.99,7240.06,6286.583309998112,6219.49085165339,1779.605845,2035.9954981999986,NaN,NaN,NaN,61.718413805470824,63.84595906697529,NaN,NaN,50,61.677593370847404,64.18072614611515,NaN,NaN,50
1510790400,7240.14,7940,7076,7864.5,6385.20310312323,6255.229798425053,2331.95675,2082.4080148999983,NaN,NaN,NaN,67.8338290082382,63.13791460282628,NaN,NaN,50,67.2229018785093,63.52448578130997,NaN,NaN,50
1510876800,7876.98,7989,7451,7699.19,6467.327284178028,6312.337061023488,3982.395925,2217.690090549998,NaN,NaN,NaN,64.8423119274297,62.14883316443097,NaN,NaN,50,64.55956190842696,62.615492987139625,NaN,NaN,50
1510963200,7680.01,7819.99,7422,7761.94,6548.2405789169015,6382.07449470952,3954.266477,2325.164505749998,NaN,NaN,NaN,65.4728467724957,61.04448515016899,NaN,NaN,50,65.12440812618672,61.597025671429414,NaN,NaN,50
1511049600,7761.94,8123.15,7650.33,8038,6641.350542734595,6465.740963790175,3867.340444,2444.8471757999982,NaN,NaN,NaN,68.20917909223526,60.16854652875099,NaN,NaN,50,67.5729787579836,60.78145841855727,NaN,NaN,50
1511136000,8057.11,8319.99,7954,8212,6739.516133813683,6556.327528553289,3886.634348,2563.590146949998,NaN,NaN,NaN,69.8520383076426,60.36058379352723,NaN,NaN,50,69.04803870682397,60.8888009501984,NaN,NaN,50
1511222400,8212.49,8400,7801,8119.51,6825.765750450328,6644.440058018708,4544.474016,2707.0330883499983,NaN,NaN,NaN,67.81973380834837,60.29850937798392,NaN,NaN,50,67.29569177911245,60.77725436781667,NaN,NaN,50
1511308800,8091.09,8322.68,8091.09,8205.92,6912.025391047182,6733.3796793925385,3545.00571,2759.102833699998,NaN,NaN,NaN,68.7464916256146,60.06922865248214,NaN,NaN,50,68.10997870660893,60.52143453278173,NaN,NaN,50
1511395200,8233.03,8260,8000,8019.99,6981.273179106733,6819.986199430506,4093.952687,2869.2255884499978,NaN,NaN,NaN,64.39345446304897,60.022658018939104,NaN,NaN,50,64.39468892839501,60.42935374608992,NaN,NaN,50
1511481600,8019.97,8369,7850,8138,7053.568605412562,6902.429811966099,4411.789112,3019.855455699998,NaN,NaN,NaN,65.8889820125157,61.06839722677559,NaN,NaN,50,65.67451983508275,61.311813269727395,NaN,NaN,50
1511568000,8138.99,8734.78,8090,8700.01,7156.471192574277,6985.820823718217,4292.623682,3174.0950232999976,NaN,NaN,NaN,71.99910882145288,62.90073026276237,NaN,NaN,50,71.01750008439906,62.8988946310523,NaN,NaN,50
1511654400,8700.04,9350,8604.72,9128.02,7279.692993038385,7076.606272235828,4147.380237,3293.313072099998,NaN,NaN,NaN,75.6263362901948,65.48017844436667,NaN,NaN,50,74.29859215419668,65.17848184901204,NaN,NaN,50
1511740800,9128,9654.28,9112.04,9650,7427.837180973485,7179.768630221089,4521.625707,3447.381382749998,NaN,NaN,NaN,79.20942771677484,67.47181225426421,NaN,NaN,50,77.62536510492123,66.97134742567904,NaN,NaN,50
1511827200,9650,9939,9570.5,9896.8,7582.147357162643,7299.943465832272,4917.210985,3552.126991899998,NaN,NaN,NaN,80.67477789736228,69.44906653920177,NaN,NaN,50,79.00886205677875,68.75933438559089,NaN,NaN,50
1511913600,9896.79,11300.03,8520,9687.88,7713.755647339978,7431.980874217754,13352.538715,4124.084012249998,NaN,NaN,NaN,75.74473336639541,70.45094650783923,NaN,NaN,50,74.7928496990491,69.69613840903386,NaN,NaN,50
1512000000,9687.88,10900,8850.8,9838.96,7846.580919381229,7570.002819579146,9389.574329,4430.827523449998,NaN,NaN,NaN,76.86027743449401,71.09569282400037,NaN,NaN,50,75.79857338429174,70.30868637373261,NaN,NaN,50
1512086400,9837,10898,9380,10782.99,8030.106486919903,7720.0855183554495,6134.923633,4599.865862049997,NaN,NaN,NaN,82.38325933307087,72.34861763868902,NaN,NaN,50,80.92098412585626,71.47735938926327,NaN,NaN,50
1512172800,10775.04,11190,10620,10890.01,8208.85045648741,7876.288173458233,4765.439757,4589.713696449998,NaN,NaN,NaN,82.88835647174244,73.59258261720663,NaN,NaN,50,81.40157275009946,72.64001400525704,NaN,NaN,50
1512259200,10902.69,11825,10500,11165.41,8393.635427956946,8038.585787617095,5346.636524,4725.983370699998,NaN,NaN,NaN,84.1630572311032,74.7321453414115,NaN,NaN,50,82.61516230626918,73.71445568727744,NaN,NaN,50
1512345600,11165.41,11616,10802,11616,8595.033213709637,8214.841300891025,4629.769359,4894.7572120999985,NaN,NaN,NaN,86.02162870191007,75.88711608385917,NaN,NaN,50,84.40784731094581,74.81158487328614,NaN,NaN,50
1512432000,11608,11853,11447.68,11699.99,8789.093012852785,8403.343719585337,5541.611055,5082.857472599999,NaN,NaN,NaN,86.34743301415979,77.21052316998855,NaN,NaN,50,84.72405480071386,76.05646794625765,NaN,NaN,50
1512518400,11698,13615.23,11665.58,13545.53,9086.370324549487,8614.596487111256,6708.407183,5301.679994249998,NaN,NaN,NaN,91.24109894400287,78.81728083558771,NaN,NaN,50,89.67768626256097,77.59701848596852,NaN,NaN,50
1512604800,13545.53,16649.96,13050,16533.11,9551.791554265144,8883.184706666802,7488.515184,5476.985957199999,NaN,NaN,NaN,94.63631735969506,80.97748532820529,NaN,NaN,50,93.4056317953553,79.66922869075141,NaN,NaN,50
1512691200,16552.9,17204.99,14015,15880,9947.304582123574,9193.918537500127,17590.885276,6158.816897149999,NaN,NaN,NaN,86.62816101419011,82.45885525689631,NaN,NaN,50,86.08619772660832,81.12720568300323,NaN,NaN,50
1512777600,15880,16269.3,12535,14699.97,10244.34617074085,9523.781128906368,13914.207707,6661.160260299999,NaN,NaN,NaN,74.244861218036,82.61926614236654,NaN,NaN,50,74.69686650823232,81.39001757041989,NaN,NaN,50
1512864000,14699.97,15720.12,12368,14946.26,10538.215785069546,9873.605683349722,16552.924336,7294.4747597,NaN,NaN,NaN,75.05670669738433,82.57857831430864,NaN,NaN,50,75.42758639533635,81.47066001621558,NaN,NaN,50
1512950400,14901.08,17470,14901.08,16560.02,10914.578548502699,10239.247328140364,11822.314528,7658.366785299999,NaN,NaN,NaN,79.64336339159857,82.6095737196532,NaN,NaN,50,79.58722436355607,81.6107928204038,NaN,NaN,50
1513036800,16560.04,16976.45,15875,16350,11254.29238922128,10579.74749513159,9438.507116,7953.041855599999,NaN,NaN,NaN,77.61703532310102,82.3911635357774,NaN,NaN,50,77.7427442602888,81.52035583494022,NaN,NaN,50
1513123200,16350,16546,14666.56,16020.42,11552.17536489495,10900.721651685866,12415.141113,8369.101276899997,NaN,NaN,NaN,74.37744438102183,82.29350003682214,NaN,NaN,50,74.81259194704162,81.52176599551112,NaN,NaN,50
1513209600,16046.58,16445,15450,16340,11851.414404589017,11222.135298455501,11615.766474,8729.300144999997,NaN,NaN,NaN,75.46087117103967,82.1935424465754,NaN,NaN,50,75.76638036144688,81.51946649387934,NaN,NaN,50
1513296000,16339.99,17991,16300.06,17516.81,12205.501629302204,11555.59246730203,9181.486777,8973.743299749998,NaN,NaN,NaN,79.02388494200893,81.9535871329281,NaN,NaN,50,78.93038179637597,81.37728061320217,NaN,NaN,50
1513382400,17516.81,19539,17190.01,19102.66,12636.574027470815,11899.991563095655,4202.72596,8976.5105859,NaN,NaN,NaN,82.71370087129577,81.9411117328962,NaN,NaN,50,82.28666864558573,81.44050174859406,NaN,NaN,50
1513468800,19102.66,19798.68,18510,18860.02,13025.539400753889,12254.240965402176,9178.028006,9209.33070085,NaN,NaN,NaN,80.35442727916347,81.6690667363291,NaN,NaN,50,80.18209192548558,81.2667110071095,NaN,NaN,50
