,klines_open_time,klines_open_price,klines_high_price,klines_low_price,klines_close_price,klines_EMA,RSI,space 1,order_entry_time,order_entry_direction,order_price,order_buy,order_quantity,order_profit,order_liquidation,space 2,Long Result,Short Result,Property
0,2019-03-21 00:00:00,4043.04,4069.32,3880.01,3980.64,3874.99,66.66,,,,,5500.0,,,,,,,13000.0
0,2019-03-22 00:00:00,3980.85,4008.0,3968.25,3986.93,3877.97,58.14,,,,,5500.0,,,,,,,13000.0
0,2019-03-23 00:00:00,3987.89,4018.83,3978.01,4006.01,3881.07,58.79,,,,,5500.0,,,,,,,13000.0
0,2019-03-24 00:00:00,4006.01,4006.02,3950.0,3992.18,3884.59,60.51,,,,,5500.0,,,,,,,13000.0
0,2019-03-25 00:00:00,3991.35,3999.3,3888.71,3936.12,3887.6,58.36,,,,,5500.0,,,,,,,13000.0
0,2019-03-26 00:00:00,3935.47,3958.98,3894.0,3948.55,3888.94,50.83,,,,,5500.0,,,,,,,13000.0
0,2019-03-27 00:00:00,3948.77,4048.0,3936.15,4038.05,3890.63,52.43,,,,,5500.0,,,,,,,13000.0
0,2019-03-28 00:00:00,4039.58,4039.7,4002.0,4027.81,3894.82,61.67,,,,,5500.0,,,,,,,13000.0
0,2019-03-29 00:00:00,4028.22,4123.71,4024.03,4103.25,3898.58,60.08,,,,,5500.0,,,,,,,13000.0
0,2019-03-30 00:00:00,4104.24,4140.0,4052.0,4106.97,3904.38,66.41,,,,,5500.0,,,,,,,13000.0
0,2019-03-31 00:00:00,4106.99,4116.12,4082.57,4103.95,3910.08,66.62,,,,,5500.0,,,,,,,13000.0
0,2019-04-01 00:00:00,4102.44,4158.7,4067.0,4144.56,3915.5,65.88,,,,,5500.0,,,,,,,13000.0
0,2019-04-02 00:00:00,4144.54,4897.99,4140.54,4857.29,3921.95,69.32,,,,,8000.0,,,,,,,18000.0
0,2019-04-03 00:00:00,4857.19,5275.01,4753.5,4932.6,3948.3,89.28,,,,,8000.0,,,,,,,18000.0
0,2019-04-04 00:00:00,4932.59,5039.08,4777.0,4898.66,3976.02,90.03,,,,,8000.0,,,,,,,18000.0
0,2019-04-05 00:00:00,4898.64,5028.22,4880.62,5004.95,4002.01,87.04,,,,,8000.0,,,,,,,18000.0
0,2019-04-06 00:00:00,5004.96,5205.0,4928.59,5043.89,4030.27,88.36,,,,,8000.0,,,,,,,18000.0
0,2019-04-07 00:00:00,5042.07,5234.0,5026.0,5170.27,4058.77,88.8,,,,,8000.0,,,,,,,18000.0
0,2019-04-08 00:00:00,5170.27,5305.0,5039.0,5236.9,4090.08,90.18,,,,,8000.0,,,,,,,18000.0
0,2019-04-09 00:00:00,5238.38,5238.4,5076.68,5150.0,4122.42,90.83,,,,,8000.0,,,,,,,18000.0
0,2019-04-10 00:00:00,5150.0,5422.0,5135.0,5308.25,4151.37,83.0,,,,,8000.0,,,,,,,18000.0
0,2019-04-11 00:00:00,5307.86,5332.67,4927.0,5017.37,4183.95,85.44,,,,,8000.0,,,,,,,18000.0
0,2019-04-12 00:00:00,5017.37,5080.58,4861.22,5048.01,4207.42,66.29,,,,,8000.0,,,,,,,18000.0
0,2019-04-13 00:00:00,5047.0,5099.0,5004.0,5045.22,4231.07,67.11,,,,,8000.0,,,,,,,18000.0
0,2019-04-14 00:00:00,5047.45,5152.99,5000.0,5131.3,4254.07,67.13,,,,,8000.0,,,,,,,18000.0
0,2019-04-15 00:00:00,5131.28,5167.38,4950.0,5024.95,4278.78,69.62,,,,,8000.0,,,,,,,18000.0
0,2019-04-16 00:00:00,5024.95,5197.72,5003.94,5173.72,4299.8,63.02,,,,,8000.0,,,,,,,18000.0
0,2019-04-17 00:00:00,5173.72,5230.4,5146.8,5202.82,4324.42,67.69,,,,,8000.0,,,,,,,18000.0
0,2019-04-18 00:00:00,5202.41,5287.0,5198.8,5258.44,4349.15,68.53,,,,,8000.0,,,,,,,18000.0
0,2019-04-19 00:00:00,5258.44,5320.0,5175.0,5258.68,4374.76,70.17,,,,,8000.0,,,,,,,18000.0
0,2019-04-20 00:00:00,5258.68,5333.42,5230.1,5291.73,4399.66,70.18,,,,,8000.0,,,,,,,18000.0
0,2019-04-21 00:00:00,5292.91,5314.35,5165.0,5256.14,4424.82,71.27,,,,,8000.0,,,,,,,18000.0
0,2019-04-22 00:00:00,5257.41,5400.0,5208.35,5357.14,4448.28,68.44,,,,,8000.0,,,,,,,18000.0
0,2019-04-23 00:00:00,5357.14,5600.0,5332.41,5493.31,4473.88,71.87,,,,,8000.0,,,,,,,18000.0
0,2019-04-24 00:00:00,5490.91,5582.2,5333.35,5415.0,4502.53,75.73,,,,,8000.0,,,,,,,18000.0
0,2019-04-25 00:00:00,5415.0,5491.84,5102.0,5219.9,4528.23,69.8,,,,,8000.0,,,,,,,18000.0
0,2019-04-26 00:00:00,5220.47,5510.0,5161.62,5314.1,4547.73,57.27,,,,,8000.0,,,,,,,18000.0
0,2019-04-27 00:00:00,5315.0,5342.5,5257.67,5295.69,4569.34,60.98,,,,,8000.0,,,,,,,18000.0
0,2019-04-28 00:00:00,5295.69,5340.0,5259.48,5307.52,4589.8,59.82,,,,,8000.0,,,,,,,18000.0
0,2019-04-29 00:00:00,5309.81,5332.0,5178.8,5238.14,4610.09,60.42,,,,,8000.0,,,,,,,18000.0
0,2019-04-30 00:00:00,5238.14,5339.98,5192.15,5320.81,4627.78,55.81,,,,,8000.0,,,,,,,18000.0
0,2019-05-01 00:00:00,5321.94,5402.0,5316.2,5383.2,4647.33,59.73,,,,,8000.0,,,,,,,18000.0
0,2019-05-02 00:00:00,5383.2,5538.0,5370.0,5492.87,4668.06,62.39,,,,,10500.0,,,,,,,23000.0
0,2019-05-03 00:00:00,5494.81,5844.0,5477.57,5772.69,4691.35,66.76,,,,,10500.0,,,,,,,23000.0
0,2019-05-04 00:00:00,5770.62,5900.0,5587.45,5829.45,4721.75,74.68,,,,,10500.0,,,,,,,23000.0
0,2019-05-05 00:00:00,5829.83,5839.9,5696.0,5775.62,4752.96,76.02,,,,,10500.0,,,,,,,23000.0
0,2019-05-06 00:00:00,5773.18,5805.0,5619.14,5747.79,4781.7,72.05,,,,,10500.0,,,,,,,23000.0
0,2019-05-07 00:00:00,5749.92,6028.41,5747.74,5846.34,4808.98,70.4,,,,,10500.0,,,,,,,23000.0
0,2019-05-08 00:00:00,5846.34,6014.72,5772.2,5987.29,4838.2,73.17,,,,,10500.0,,,,,,,23000.0
0,2019-05-09 00:00:00,5986.66,6224.55,5983.71,6209.18,4870.55,76.65,,,,,10500.0,,,,,,,23000.0
0,2019-05-10 00:00:00,6209.95,6468.92,6172.0,6373.33,4908.28,80.94,,,,,10500.0,,,,,,,23000.0
0,2019-05-11 00:00:00,6375.16,7343.99,6372.85,7076.22,4949.6,83.4,,,,,10500.0,,,,,,,23000.0
0,2019-05-12 00:00:00,7076.24,7521.78,6750.0,6967.31,5009.5,89.61,,,,,10500.0,,,,,,,23000.0
0,2019-05-13 00:00:00,6968.24,8100.0,6870.0,7790.71,5064.68,84.31,,,,,10500.0,,,,,,,23000.0
0,2019-05-14 00:00:00,7795.62,8366.0,7599.56,7947.56,5141.61,89.5,,,,,10500.0,,,,,,,23000.0
0,2019-05-15 00:00:00,7945.26,8249.0,7850.0,8169.87,5220.58,90.14,,,,,10500.0,,,,,,,23000.0
0,2019-05-16 00:00:00,8169.08,8320.0,7705.0,7866.59,5303.64,91.04,,,,,10500.0,,,,,,,23000.0
0,2019-05-17 00:00:00,7868.67,7925.0,6913.0,7355.26,5375.89,80.35,,,,,10500.0,,,,,,,23000.0
0,2019-05-18 00:00:00,7355.28,7458.0,7156.61,7257.45,5431.65,65.91,,,,,10500.0,,,,,,,23000.0
0,2019-05-19 00:00:00,7257.32,8275.09,7243.08,8148.48,5483.08,63.54,,,,,10500.0,,,,,,,23000.0
0,2019-05-20 00:00:00,8147.94,8156.03,7553.0,7938.15,5558.15,73.14,,,,,10500.0,,,,,,,23000.0
0,2019-05-21 00:00:00,7937.16,8042.32,7771.0,7904.87,5625.16,68.48,,,,,10500.0,,,,,,,23000.0
0,2019-05-22 00:00:00,7904.48,8016.0,7465.0,7628.43,5689.37,67.75,,,,,10500.0,,,,,,,23000.0
0,2019-05-23 00:00:00,7627.8,7940.98,7461.0,7851.51,5743.97,61.69,,,,,10500.0,,,,,,,23000.0
0,2019-05-24 00:00:00,7849.95,8130.0,7766.0,7964.87,5803.29,64.47,,,,,10500.0,,,,,,,23000.0
0,2019-05-25 00:00:00,7964.52,8091.8,7908.34,8025.41,5864.17,65.87,,,,,10500.0,,,,,,,23000.0
0,2019-05-26 00:00:00,8023.0,8740.0,7833.42,8614.43,5924.99,66.6,,,,,10500.0,,,,,,,23000.0
0,2019-05-27 00:00:00,8612.54,8908.32,8589.0,8756.32,6000.69,72.97,,,,,10500.0,,,,,,,23000.0
0,2019-05-28 00:00:00,8752.52,8798.49,8510.63,8715.64,6078.21,74.24,,,,,10500.0,,,,,,,23000.0
0,2019-05-29 00:00:00,8716.87,8750.0,8406.6,8645.68,6152.54,73.28,,,,,10500.0,,,,,,,23000.0
0,2019-05-30 00:00:00,8646.5,9074.26,8005.0,8269.54,6222.79,71.3,,,,,10500.0,,,,,,,23000.0
0,2019-05-31 00:00:00,8267.1,8594.0,8108.5,8555.0,6280.37,61.52,,,,,10500.0,,,,,,,23000.0
0,2019-06-01 00:00:00,8555.0,8626.0,8442.36,8544.07,6344.45,65.44,,,,,13000.0,,,,,,,28000.0
0,2019-06-02 00:00:00,8545.1,8814.78,8524.0,8725.98,6406.44,65.19,,,,,13000.0,,,,,,,28000.0
0,2019-06-03 00:00:00,8726.0,8800.95,8080.8,8115.82,6471.78,67.65,,,,,13000.0,,,,,,,28000.0
0,2019-06-04 00:00:00,8115.66,8115.66,7481.02,7687.03,6518.09,53.69,,,,,13000.0,,,,,,,28000.0
0,2019-06-05 00:00:00,7687.04,7896.7,7572.78,7776.5,6551.01,46.36,,,,,13000.0,,,,,,,28000.0
0,2019-06-06 00:00:00,7778.08,7868.13,7444.58,7786.7,6585.58,48.01,,,,,13000.0,,,,,,,28000.0
0,2019-06-07 00:00:00,7787.57,8100.0,7737.49,7980.53,6619.44,48.19,,,,,13000.0,,,,,,,28000.0
0,2019-06-08 00:00:00,7978.94,8044.65,7751.0,7893.62,6657.73,51.87,,,,,13000.0,,,,,,,28000.0
0,2019-06-09 00:00:00,7895.28,7935.0,7506.66,7628.13,6692.59,50.17,,,,,13000.0,,,,,,,28000.0
0,2019-06-10 00:00:00,7627.57,8020.0,7511.0,7982.75,6718.93,45.02,,,,,13000.0,,,,,,,28000.0
0,2019-06-11 00:00:00,7981.0,8010.0,7692.23,7884.9,6754.48,52.1,,,,,13000.0,,,,,,,28000.0
0,2019-06-12 00:00:00,7884.9,8200.0,7788.99,8127.64,6786.33,50.18,,,,,13000.0,,,,,,,28000.0
0,2019-06-13 00:00:00,8127.64,8309.82,8010.03,8218.54,6824.11,54.77,,,,,13000.0,,,,,,,28000.0
0,2019-06-14 00:00:00,8216.44,8684.41,8144.32,8650.0,6863.33,56.37,,,,,13000.0,,,,,,,28000.0
0,2019-06-15 00:00:00,8650.88,8864.99,8567.63,8808.7,6913.68,63.31,,,,,13000.0,,,,,,,28000.0
0,2019-06-16 00:00:00,8810.77,9333.0,8760.0,8953.33,6967.12,65.51,,,,,13000.0,,,,,,,28000.0
0,2019-06-17 00:00:00,8953.0,9444.0,8950.0,9313.96,7023.06,67.41,,,,,13000.0,,,,,,,28000.0
0,2019-06-18 00:00:00,9312.13,9336.36,8950.0,9081.55,7087.54,71.7,,,,,13000.0,,,,,,,28000.0
0,2019-06-19 00:00:00,9081.97,9304.0,8960.0,9255.49,7143.72,65.66,,,,,13000.0,,,,,,,28000.0
0,2019-06-20 00:00:00,9253.76,9590.0,9175.2,9517.12,7203.16,67.86,,,,,13000.0,,,,,,,28000.0
0,2019-06-21 00:00:00,9518.06,10174.99,9518.06,10159.86,7268.37,70.99,,,,,13000.0,,,,,,,28000.0
0,2019-06-22 00:00:00,10159.86,11160.0,9921.72,10729.5,7349.82,76.93,,,,,13000.0,,,,,,,28000.0
0,2019-06-23 00:00:00,10729.0,11392.64,10555.18,10906.07,7445.01,80.75,,,,,13000.0,,,,,,,28000.0
0,2019-06-24 00:00:00,10905.95,11143.63,10620.8,11056.59,7542.5,81.77,,,,,13000.0,,,,,,,28000.0
0,2019-06-25 00:00:00,11056.59,11850.0,11026.0,11820.86,7641.49,82.63,,,,,13000.0,,,,,,,28000.0
0,2019-06-26 00:00:00,11821.28,13970.0,11741.0,13093.8,7759.23,86.22,,,,,13000.0,,,,,,,28000.0
0,2019-06-27 00:00:00,13098.38,13478.04,10525.1,11329.99,7909.63,89.99,,,,,13000.0,,,,,,,28000.0
0,2019-06-28 00:00:00,11329.99,12480.0,10982.88,12400.63,8005.98,63.68,,,,,13000.0,,,,,,,28000.0
0,2019-06-29 00:00:00,12407.06,12441.54,11475.02,11903.13,8129.95,69.59,,,,,13000.0,,,,,,,28000.0
0,2019-06-30 00:00:00,11903.13,12180.0,10766.03,10854.1,8236.24,64.25,,,,,13000.0,,,,,,,28000.0
0,2019-07-01 00:00:00,10854.1,11282.28,10030.0,10624.93,8309.98,54.73,,,,,15500.0,,,,,,,33000.0
0,2019-07-02 00:00:00,10624.9,10938.75,9727.0,10842.85,8375.19,52.86,,,,,15500.0,,,,,,,33000.0
0,2019-07-03 00:00:00,10844.98,11991.89,10841.04,11940.0,8444.76,54.49,,,,,15500.0,,,,,,,33000.0
0,2019-07-04 00:00:00,11940.0,12000.0,11055.0,11145.67,8543.22,61.67,,,,,15500.0,,,,,,,33000.0
0,2019-07-05 00:00:00,11145.67,11406.83,10796.44,10970.73,8616.53,54.82,,,,,15500.0,,,,,,,33000.0
0,2019-07-06 00:00:00,10982.41,11665.0,10964.51,11256.49,8683.17,53.49,,,,,15500.0,,,,,,,33000.0
0,2019-07-07 00:00:00,11256.45,11538.0,11094.37,11406.24,8755.66,55.47,,,,,15500.0,,,,,,,33000.0
0,2019-07-08 00:00:00,11410.0,12338.03,11220.0,12238.6,8830.43,56.6,,,,,15500.0,,,,,,,33000.0
0,2019-07-09 00:00:00,12238.6,12794.73,12068.0,12543.41,8926.43,62.24,,,,,15500.0,,,,,,,33000.0
0,2019-07-10 00:00:00,12548.51,13147.08,11569.0,12108.37,9028.46,64.14,,,,,15500.0,,,,,,,33000.0
0,2019-07-11 00:00:00,12108.11,12111.73,11000.0,11342.89,9115.21,59.5,,,,,15500.0,,,,,,,33000.0
0,2019-07-12 00:00:00,11342.88,11885.0,11073.0,11757.22,9177.96,52.32,,,,,15500.0,,,,,,,33000.0
0,2019-07-13 00:00:00,11757.22,11799.98,10830.0,11355.76,9250.62,55.49,,,,,15500.0,,,,,,,33000.0
0,2019-07-14 00:00:00,11355.78,11452.0,10103.0,10174.18,9309.92,51.84,,,,,15500.0,,,,,,,33000.0
0,2019-07-15 00:00:00,10174.18,11100.0,9860.0,10838.72,9334.27,42.81,,,,,15500.0,,,,,,,33000.0
0,2019-07-16 00:00:00,10833.78,11028.0,9350.01,9439.59,9376.51,48.3,,,,,15500.0,,,,,,,33000.0
0,2019-07-17 00:00:00,9430.17,9957.0,9060.0,9667.92,9378.02,39.5,,,,,15500.0,,,,,,,33000.0
0,2019-07-18 00:00:00,9668.86,10788.0,9252.0,10627.16,9386.21,41.48,,,,,15500.0,,,,,,,33000.0
0,2019-07-19 00:00:00,10628.64,10769.71,10121.84,10504.29,9421.21,48.82,,,,,15500.0,,,,,,,33000.0
0,2019-07-20 00:00:00,10505.78,11068.99,10350.0,10740.23,9451.76,47.98,,,,,15500.0,,,,,,,33000.0
0,2019-07-21 00:00:00,10740.27,10817.9,10288.0,10589.45,9488.06,49.78,,,,,15500.0,,,,,,,33000.0
0,2019-07-22 00:00:00,10590.15,10683.16,10100.0,10340.31,9519.1,48.6,,,,,15500.0,,,,,,,33000.0
0,2019-07-23 00:00:00,10343.08,10343.97,9822.0,9864.91,9542.31,46.63,,,,,15500.0,,,,,,,33000.0
0,2019-07-24 00:00:00,9864.78,9937.0,9525.0,9763.28,9551.39,42.94,,,,,15500.0,,,,,,,33000.0
0,2019-07-25 00:00:00,9763.4,10175.0,9720.03,9879.87,9557.37,42.17,,,,,15500.0,,,,,,,33000.0
0,2019-07-26 00:00:00,9882.15,9889.98,9637.0,9824.0,9566.52,43.47,,,,,15500.0,,,,,,,33000.0
0,2019-07-27 00:00:00,9824.0,10188.66,9333.0,9476.52,9573.77,42.95,,,,,15500.0,,,,,,,33000.0
0,2019-07-28 00:00:00,9478.92,9594.99,9165.0,9541.54,9571.1,39.9,,,,,15500.0,,,,,,,33000.0
0,2019-07-29 00:00:00,9541.54,9729.0,9395.0,9507.64,9570.26,40.73,,,,,15500.0,,,,,,,33000.0
0,2019-07-30 00:00:00,9509.07,9714.28,9402.0,9574.21,9568.54,40.41,,,,,15500.0,,,,,,,33000.0
0,2019-07-31 00:00:00,9575.0,10109.8,9555.0,10080.53,9568.72,41.43,,,,,18000.0,,,,,,,38000.0
0,2019-08-01 00:00:00,10080.53,10467.86,9863.46,10374.99,9583.14,48.71,,,,,18000.0,,,,,,,38000.0
0,2019-08-02 00:00:00,10375.0,10670.0,10281.35,10523.75,9605.45,52.46,,,,,18000.0,,,,,,,38000.0
0,2019-08-03 00:00:00,10523.75,10904.77,10497.93,10816.86,9631.31,54.31,,2019-08-03 00:00:00,多頭進場,10523.75,18000.0,42.76,10734.225,10102.8,,"Long Win : 1
Long Lose : 0
Uncertain : 0
Nothing : 0",,47000.00000000001
0,2019-08-04 00:00:00,10816.86,11040.0,10552.0,10929.23,9664.71,57.83,,,,,18000.0,,,,,,,47000.00000000001
0,2019-08-05 00:00:00,10929.99,11937.52,10927.8,11828.8,9700.35,59.15,,,,,18000.0,,,,,,,47000.00000000001
0,2019-08-06 00:00:00,11830.0,12330.7,11226.7,11481.69,9760.34,67.89,,,,,18000.0,,,,,,,47000.00000000001
0,2019-08-07 00:00:00,11481.69,12141.17,11382.84,11975.03,9808.83,62.27,,,,,18000.0,,,,,,,47000.00000000001
0,2019-08-08 00:00:00,11975.04,12060.0,11521.0,11999.77,9869.85,66.55,,,,,18000.0,,,,,,,47000.00000000001
0,2019-08-09 00:00:00,11994.17,12045.68,11700.0,11879.99,9929.69,66.71,,,,,18000.0,,,,,,,47000.00000000001
0,2019-08-10 00:00:00,11879.98,11985.0,11270.0,11309.31,9984.63,64.7,,,,,18000.0,,,,,,,47000.00000000001
0,2019-08-11 00:00:00,11309.24,11600.0,11112.11,11549.97,10021.94,55.55,,,,,18000.0,,,,,,,47000.00000000001
0,2019-08-12 00:00:00,11539.08,11577.89,11235.32,11396.08,10064.68,58.15,,,,,18000.0,,,,,,,47000.00000000001
0,2019-08-13 00:00:00,11398.35,11456.16,10788.45,10892.71,10102.24,55.97,,,,,18000.0,,,,,,,47000.00000000001
0,2019-08-14 00:00:00,10893.36,10897.48,9928.1,10050.37,10124.53,48.79,,,,,18000.0,,,,,,,47000.00000000001
0,2019-08-15 00:00:00,10055.16,10460.0,9911.0,10293.93,10122.58,39.59,,2019-08-15 00:00:00,空頭進場,10055.16,36000.0,44.753,9854.0568,10457.37,,,"Short Win : 0
Short Lose : 1
Uncertain : 0
Nothing : 0",29000.000000000007
0,2019-08-16 00:00:00,10296.77,10536.03,9750.0,10331.54,10127.48,42.97,,,,,36000.0,,,,,,,29000.000000000007
0,2019-08-17 00:00:00,10331.15,10465.14,10000.0,10216.02,10133.22,43.46,,,,,36000.0,,,,,,,29000.000000000007
0,2019-08-18 00:00:00,10216.05,10500.0,10080.0,10306.78,10135.55,42.14,,,,,36000.0,,,,,,,29000.000000000007
0,2019-08-19 00:00:00,10306.17,10930.0,10258.6,10915.54,10140.36,43.61,,,,,36000.0,,,,,,,29000.000000000007
0,2019-08-20 00:00:00,10914.73,10949.96,10560.0,10760.51,10162.17,52.49,,,,,36000.0,,,,,,,29000.000000000007
0,2019-08-21 00:00:00,10760.51,10804.13,9858.0,10142.57,10179.03,50.3,,,,,36000.0,,,,,,,29000.000000000007
0,2019-08-22 00:00:00,10140.82,10242.0,9762.0,10099.88,10177.95,42.52,,,,,36000.0,,,,,,,29000.000000000007
0,2019-08-23 00:00:00,10099.9,10445.0,10019.79,10389.55,10175.75,42.05,,,,,36000.0,,,,,,,29000.000000000007
0,2019-08-24 00:00:00,10388.16,10419.42,9890.0,10134.35,10181.74,46.58,,,,,36000.0,,,,,,,29000.000000000007
0,2019-08-25 00:00:00,10134.61,10333.0,9906.97,10142.69,10180.41,43.33,,,,,36000.0,,,,,,,29000.000000000007
0,2019-08-26 00:00:00,10142.69,10604.0,10137.93,10372.25,10179.35,43.47,,,,,36000.0,,,,,,,29000.000000000007
0,2019-08-27 00:00:00,10373.6,10391.08,10051.08,10185.05,10184.82,47.43,,,,,36000.0,,,,,,,29000.000000000007
0,2019-08-28 00:00:00,10185.69,10299.0,9601.01,9721.0,10184.84,44.65,,,,,36000.0,,,,,,,29000.000000000007
0,2019-08-29 00:00:00,9721.0,9724.0,9320.0,9498.44,10171.78,38.56,,,,,36000.0,,,,,,,29000.000000000007
0,2019-08-30 00:00:00,9499.01,9696.0,9350.41,9584.54,10152.82,36.0,,,,,38500.0,,,,,,,34000.00000000001
