交易 #,種類,信號,日期/時間,價格 USDT,合約,獲利 USDT,獲利 %,累計獲利 USDT,累計獲利 %,最大交易獲利 USDT,最大交易獲利 %,最大交易虧損 USDT,最大交易虧損 %
935,多頭出場,開盤價,,,,,,,,,,,
935,多頭進場,MacdLE,2023-06-10 18:00,26022.34,,,,,,,,,
934,空頭出場,MacdLE,2023-06-10 18:00,26022.34,0.07553,33.97,1.7,-624.81,0.36,81.17,4.06,4.47,0.22
934,空頭進場,MacdSE,2023-06-09 16:00,26477.36,0.07553,33.97,1.7,-624.81,0.36,81.17,4.06,4.47,0.22
933,多頭出場,MacdSE,2023-06-09 16:00,26477.36,0.07506,-12.79,-0.64,-658.78,-0.14,10.38,0.52,14.43,0.72
933,多頭進場,MacdLE,2023-06-09 09:00,26642.38,0.07506,-12.79,-0.64,-658.78,-0.14,10.38,0.52,14.43,0.72
932,空頭出場,MacdLE,2023-06-09 09:00,26642.38,0.07559,-14.42,-0.72,-645.99,-0.15,13.94,0.7,14.79,0.74
932,空頭進場,MacdSE,2023-06-09 01:00,26456.95,0.07559,-14.42,-0.72,-645.99,-0.15,13.94,0.7,14.79,0.74
931,多頭出場,MacdSE,2023-06-09 01:00,26456.95,0.07562,0.53,0.03,-631.58,0.01,27.43,1.37,11.14,0.56
931,多頭進場,MacdLE,2023-06-08 08:00,26444.68,0.07562,0.53,0.03,-631.58,0.01,27.43,1.37,11.14,0.56
930,空頭出場,MacdLE,2023-06-08 08:00,26444.68,0.07454,28.27,1.41,-632.10,0.3,52.30,2.62,10.54,0.53
930,空頭進場,MacdSE,2023-06-07 07:00,26829.30,0.07454,28.27,1.41,-632.10,0.3,52.30,2.62,10.54,0.53
929,多頭出場,MacdSE,2023-06-07 07:00,26829.30,0.07772,84.96,4.25,-660.38,0.92,128.89,6.45,29.72,1.49
929,多頭進場,MacdLE,2023-06-06 04:00,25730.83,0.07772,84.96,4.25,-660.38,0.92,128.89,6.45,29.72,1.49
928,空頭出場,MacdLE,2023-06-06 04:00,25730.83,0.07375,101.71,5.09,-745.34,1.11,127.18,6.36,1.24,0.06
928,空頭進場,MacdSE,2023-06-05 00:00,27115.20,0.07375,101.71,5.09,-745.34,1.11,127.18,6.36,1.24,0.06
927,多頭出場,MacdSE,2023-06-05 00:00,27115.20,0.07366,-3.00,-0.15,-847.05,-0.03,22.23,1.11,8.07,0.4
927,多頭進場,MacdLE,2023-06-04 08:00,27150.46,0.07366,-3.00,-0.15,-847.05,-0.03,22.23,1.11,8.07,0.4
926,空頭出場,MacdLE,2023-06-04 08:00,27150.46,0.07367,-0.62,-0.03,-844.05,-0.01,16.93,0.85,1.42,0.07
926,空頭進場,MacdSE,2023-06-03 19:00,27147.44,0.07367,-0.62,-0.03,-844.05,-0.01,16.93,0.85,1.42,0.07
925,多頭出場,MacdSE,2023-06-03 19:00,27147.44,0.07324,-11.96,-0.6,-843.43,-0.13,0.78,0.04,14.37,0.72
925,多頭進場,MacdLE,2023-06-03 16:00,27305.27,0.07324,-11.96,-0.6,-843.43,-0.13,0.78,0.04,14.37,0.72
924,空頭出場,MacdLE,2023-06-03 16:00,27305.27,0.07365,-11.60,-0.58,-831.47,-0.13,3.30,0.17,13.46,0.67
924,空頭進場,MacdSE,2023-06-03 03:00,27153.26,0.07365,-11.60,-0.58,-831.47,-0.13,3.30,0.17,13.46,0.67
923,多頭出場,MacdSE,2023-06-03 03:00,27153.26,0.07381,3.83,0.19,-819.87,0.04,14.86,0.74,6.82,0.34
923,多頭進場,MacdLE,2023-06-02 16:00,27095.93,0.07381,3.83,0.19,-819.87,0.04,14.86,0.74,6.82,0.34
922,空頭出場,MacdLE,2023-06-02 16:00,27095.93,0.07417,-10.13,-0.51,-823.70,-0.11,0,0,10.78,0.54
922,空頭進場,MacdSE,2023-06-02 15:00,26964.75,0.07417,-10.13,-0.51,-823.70,-0.11,0,0,10.78,0.54
921,多頭出場,MacdSE,2023-06-02 15:00,26964.75,0.07431,3.48,0.17,-813.57,0.04,24.13,1.21,30.48,1.52
921,多頭進場,MacdLE,2023-06-01 09:00,26912.54,0.07431,3.48,0.17,-813.57,0.04,24.13,1.21,30.48,1.52
920,空頭出場,MacdLE,2023-06-01 09:00,26912.54,0.07468,-10.30,-0.52,-817.05,-0.11,2.33,0.12,10.87,0.54
920,空頭進場,MacdSE,2023-06-01 04:00,26779.93,0.07468,-10.30,-0.52,-817.05,-0.11,2.33,0.12,10.87,0.54
919,多頭出場,MacdSE,2023-06-01 04:00,26779.93,0.07404,-17.47,-0.87,-806.75,-0.19,24.93,1.25,30.22,1.51
919,多頭進場,MacdLE,2023-05-31 20:00,27010.57,0.07404,-17.47,-0.87,-806.75,-0.19,24.93,1.25,30.22,1.51
918,空頭出場,MacdLE,2023-05-31 20:00,27010.57,0.0724,43.92,2.2,-789.27,0.48,56.54,2.83,17.59,0.88
918,空頭進場,MacdSE,2023-05-30 15:00,27622.65,0.0724,43.92,2.2,-789.27,0.48,56.54,2.83,17.59,0.88
917,多頭出場,MacdSE,2023-05-30 15:00,27622.65,0.0718,-16.89,-0.84,-833.19,-0.18,13.17,0.66,16.81,0.84
917,多頭進場,MacdLE,2023-05-30 10:00,27852.34,0.0718,-16.89,-0.84,-833.19,-0.18,13.17,0.66,16.81,0.84
916,空頭出場,MacdLE,2023-05-30 10:00,27852.34,0.07166,3.58,0.18,-816.30,0.04,27.26,1.36,4.73,0.24
916,空頭進場,MacdSE,2023-05-29 08:00,27907.86,0.07166,3.58,0.18,-816.30,0.04,27.26,1.36,4.73,0.24
915,多頭出場,MacdSE,2023-05-29 08:00,27907.86,0.07312,40.27,2.01,-819.88,0.44,79.91,4,2.91,0.15
915,多頭進場,MacdLE,2023-05-28 18:00,27351.59,0.07312,40.27,2.01,-819.88,0.44,79.91,4,2.91,0.15
914,空頭出場,MacdLE,2023-05-28 18:00,27351.59,0.07368,-15.81,-0.79,-860.15,-0.17,0.37,0.02,20.97,1.05
914,空頭進場,MacdSE,2023-05-28 13:00,27142.49,0.07368,-15.81,-0.79,-860.15,-0.17,0.37,0.02,20.97,1.05
913,多頭出場,MacdSE,2023-05-28 13:00,27142.49,0.0747,27.33,1.37,-844.34,0.3,42.60,2.13,0.90,0.05
913,多頭進場,MacdLE,2023-05-27 22:00,26771.28,0.0747,27.33,1.37,-844.34,0.3,42.60,2.13,0.90,0.05
912,空頭出場,MacdLE,2023-05-27 22:00,26771.28,0.07504,-9.36,-0.47,-871.67,-0.1,7.37,0.37,14.76,0.74
912,空頭進場,MacdSE,2023-05-27 01:00,26651.93,0.07504,-9.36,-0.47,-871.67,-0.1,7.37,0.37,14.76,0.74
911,多頭出場,MacdSE,2023-05-27 01:00,26651.93,0.07638,35.36,1.77,-862.31,0.39,56.97,2.85,4.55,0.23
911,多頭進場,MacdLE,2023-05-25 04:00,26183.73,0.07638,35.36,1.77,-862.31,0.39,56.97,2.85,4.55,0.23
910,空頭出場,MacdLE,2023-05-25 04:00,26183.73,0.07655,-4.97,-0.25,-897.67,-0.05,5.25,0.26,8.13,0.41
910,空頭進場,MacdSE,2023-05-25 02:00,26124.08,0.07655,-4.97,-0.25,-897.67,-0.05,5.25,0.26,8.13,0.41
909,多頭出場,MacdSE,2023-05-25 02:00,26124.08,0.07596,-15.96,-0.8,-892.70,-0.17,4.77,0.24,34.92,1.75
909,多頭進場,MacdLE,2023-05-25 00:00,26329.00,0.07596,-15.96,-0.8,-892.70,-0.17,4.77,0.24,34.92,1.75
908,空頭出場,MacdLE,2023-05-25 00:00,26329.00,0.0732,72.25,3.61,-876.74,0.8,90.63,4.53,3.02,0.15
908,空頭進場,MacdSE,2023-05-23 15:00,27321.34,0.0732,72.25,3.61,-876.74,0.8,90.63,4.53,3.02,0.15
907,多頭出場,MacdSE,2023-05-23 15:00,27321.34,0.07456,36.85,1.84,-948.99,0.41,50.06,2.5,9.06,0.45
907,多頭進場,MacdLE,2023-05-22 07:00,26821.68,0.07456,36.85,1.84,-948.99,0.41,50.06,2.5,9.06,0.45
906,空頭出場,MacdLE,2023-05-22 07:00,26821.68,0.07384,18.96,0.95,-985.84,0.21,40.09,2,0.34,0.02
906,空頭進場,MacdSE,2023-05-21 07:00,27083.85,0.07384,18.96,0.95,-985.84,0.21,40.09,2,0.34,0.02
905,多頭出場,MacdSE,2023-05-21 07:00,27083.85,0.07441,15.03,0.75,-1004.80,0.17,29.65,1.48,18.54,0.93
905,多頭進場,MacdLE,2023-05-19 06:00,26876.44,0.07441,15.03,0.75,-1004.80,0.17,29.65,1.48,18.54,0.93
904,空頭出場,MacdLE,2023-05-19 06:00,26876.44,0.07342,26.08,1.3,-1019.83,0.29,64.10,3.21,12.50,0.62
904,空頭進場,MacdSE,2023-05-18 13:00,27237.02,0.07342,26.08,1.3,-1019.83,0.29,64.10,3.21,12.50,0.62
903,多頭出場,MacdSE,2023-05-18 13:00,27237.02,0.07383,10.74,0.54,-1045.91,0.12,30.36,1.52,1.76,0.09
903,多頭進場,MacdLE,2023-05-17 18:00,27086.12,0.07383,10.74,0.54,-1045.91,0.12,30.36,1.52,1.76,0.09
902,空頭出場,MacdLE,2023-05-17 18:00,27086.12,0.0745,-18.35,-0.92,-1056.65,-0.2,22.18,1.11,24.70,1.24
902,空頭進場,MacdSE,2023-05-17 08:00,26845.14,0.0745,-18.35,-0.92,-1056.65,-0.2,22.18,1.11,24.70,1.24
901,多頭出場,MacdSE,2023-05-17 08:00,26845.14,0.07398,-14.36,-0.72,-1038.29,-0.16,14.94,0.75,20.46,1.02
901,多頭進場,MacdLE,2023-05-17 00:00,27033.85,0.07398,-14.36,-0.72,-1038.29,-0.16,14.94,0.75,20.46,1.02
900,空頭出場,MacdLE,2023-05-17 00:00,27033.85,0.0729,28.62,1.43,-1023.93,0.32,42.07,2.1,1.07,0.05
900,空頭進場,MacdSE,2023-05-15 19:00,27431.88,0.0729,28.62,1.43,-1023.93,0.32,42.07,2.1,1.07,0.05
899,多頭出場,MacdSE,2023-05-15 19:00,27431.88,0.07277,-4.09,-0.2,-1052.55,-0.05,12.97,0.65,7.56,0.38
899,多頭進場,MacdLE,2023-05-15 17:00,27482.66,0.07277,-4.09,-0.2,-1052.55,-0.05,12.97,0.65,7.56,0.38
898,空頭出場,MacdLE,2023-05-15 17:00,27482.66,0.073,-6.67,-0.33,-1048.46,-0.07,2.01,0.1,14.01,0.7
898,空頭進場,MacdSE,2023-05-15 16:00,27396.81,0.073,-6.67,-0.33,-1048.46,-0.07,2.01,0.1,14.01,0.7
897,多頭出場,MacdSE,2023-05-15 16:00,27396.81,0.0735,13.45,0.67,-1041.79,0.15,24.91,1.25,6.53,0.33
897,多頭進場,MacdLE,2023-05-15 02:00,27208.38,0.0735,13.45,0.67,-1041.79,0.15,24.91,1.25,6.53,0.33
896,空頭出場,MacdLE,2023-05-15 02:00,27208.38,0.07433,-22.83,-1.14,-1055.24,-0.25,13.23,0.66,28.77,1.44
896,空頭進場,MacdSE,2023-05-14 22:00,26906.62,0.07433,-22.83,-1.14,-1055.24,-0.25,13.23,0.66,28.77,1.44
895,多頭出場,MacdSE,2023-05-14 22:00,26906.62,0.07431,-0.83,-0.04,-1032.41,-0.01,21.17,1.06,6.53,0.33
895,多頭進場,MacdLE,2023-05-14 14:00,26912.41,0.07431,-0.83,-0.04,-1032.41,-0.01,21.17,1.06,6.53,0.33
894,空頭出場,MacdLE,2023-05-14 14:00,26912.41,0.07469,-10.64,-0.53,-1031.58,-0.12,15.84,0.79,11.76,0.59
894,空頭進場,MacdSE,2023-05-14 00:00,26775.27,0.07469,-10.64,-0.53,-1031.58,-0.12,15.84,0.79,11.76,0.59
893,多頭出場,MacdSE,2023-05-14 00:00,26775.27,0.07452,-5.07,-0.25,-1020.93,-0.06,7.36,0.37,6.75,0.34
893,多頭進場,MacdLE,2023-05-13 20:00,26837.93,0.07452,-5.07,-0.25,-1020.93,-0.06,7.36,0.37,6.75,0.34
892,空頭出場,MacdLE,2023-05-13 20:00,26837.93,0.07466,-4.35,-0.22,-1015.86,-0.05,0.87,0.04,13.13,0.66
892,空頭進場,MacdSE,2023-05-13 19:00,26785.00,0.07466,-4.35,-0.22,-1015.86,-0.05,0.87,0.04,13.13,0.66
891,多頭出場,MacdSE,2023-05-13 19:00,26785.00,0.07561,24.93,1.25,-1011.51,0.28,44.82,2.24,48.48,2.42
891,多頭進場,MacdLE,2023-05-12 14:00,26450.00,0.07561,24.93,1.25,-1011.51,0.28,44.82,2.24,48.48,2.42
890,空頭出場,MacdLE,2023-05-12 14:00,26450.00,0.0729,71.21,3.56,-1036.44,0.8,95.40,4.77,40.30,2.02
890,空頭進場,MacdSE,2023-05-10 19:00,27432.18,0.0729,71.21,3.56,-1036.44,0.8,95.40,4.77,40.30,2.02
889,多頭出場,MacdSE,2023-05-10 19:00,27432.18,0.07226,-18.09,-0.9,-1107.65,-0.2,47.08,2.35,65.24,3.26
889,多頭進場,MacdLE,2023-05-10 12:00,27677.08,0.07226,-18.09,-0.9,-1107.65,-0.2,47.08,2.35,65.24,3.26
888,空頭出場,MacdLE,2023-05-10 12:00,27677.08,0.07252,-7.61,-0.38,-1089.55,-0.09,2.79,0.14,7.55,0.38
888,空頭進場,MacdSE,2023-05-10 10:00,27577.69,0.07252,-7.61,-0.38,-1089.55,-0.09,2.79,0.14,7.55,0.38
887,多頭出場,MacdSE,2023-05-10 10:00,27577.69,0.07232,-5.85,-0.29,-1081.94,-0.07,14.04,0.7,21.90,1.1
887,多頭進場,MacdLE,2023-05-08 23:00,27653.09,0.07232,-5.85,-0.29,-1081.94,-0.07,14.04,0.7,21.90,1.1
886,空頭出場,MacdLE,2023-05-08 23:00,27653.09,0.07264,-9.34,-0.47,-1076.09,-0.1,19.27,0.96,9.71,0.49
886,空頭進場,MacdSE,2023-05-08 18:00,27530.00,0.07264,-9.34,-0.47,-1076.09,-0.1,19.27,0.96,9.71,0.49
885,多頭出場,MacdSE,2023-05-08 18:00,27530.00,0.07176,-24.60,-1.23,-1066.75,-0.27,2.79,0.14,24.90,1.25
885,多頭進場,MacdLE,2023-05-08 17:00,27867.21,0.07176,-24.60,-1.23,-1066.75,-0.27,2.79,0.14,24.90,1.25
884,空頭出場,MacdLE,2023-05-08 17:00,27867.21,0.06959,60.29,3.01,-1042.15,0.68,80.68,4.03,3.89,0.19
884,空頭進場,MacdSE,2023-05-07 23:00,28739.22,0.06959,60.29,3.01,-1042.15,0.68,80.68,4.03,3.89,0.19
883,多頭出場,MacdSE,2023-05-07 23:00,28739.22,0.0691,-14.46,-0.72,-1102.44,-0.16,13.31,0.67,16.62,0.83
883,多頭進場,MacdLE,2023-05-07 01:00,28942.73,0.0691,-14.46,-0.72,-1102.44,-0.16,13.31,0.67,16.62,0.83
882,空頭出場,MacdLE,2023-05-07 01:00,28942.73,0.06813,27.60,1.38,-1087.98,0.31,71.58,3.58,5.88,0.29
882,空頭進場,MacdSE,2023-05-06 04:00,29353.62,0.06813,27.60,1.38,-1087.98,0.31,71.58,3.58,5.88,0.29
881,多頭出場,MacdSE,2023-05-06 04:00,29353.62,0.06835,6.05,0.3,-1115.58,0.07,38.13,1.91,7.03,0.35
881,多頭進場,MacdLE,2023-05-05 15:00,29259.20,0.06835,6.05,0.3,-1115.58,0.07,38.13,1.91,7.03,0.35
880,空頭出場,MacdLE,2023-05-05 15:00,29259.20,0.06872,-11.27,-0.56,-1121.63,-0.13,20.48,1.02,23.50,1.17
880,空頭進場,MacdSE,2023-05-05 10:00,29100.99,0.06872,-11.27,-0.56,-1121.63,-0.13,20.48,1.02,23.50,1.17
879,多頭出場,MacdSE,2023-05-05 10:00,29100.99,0.06819,-15.72,-0.79,-1110.36,-0.18,13.80,0.69,20.89,1.04
879,多頭進場,MacdLE,2023-05-05 02:00,29325.75,0.06819,-15.72,-0.79,-1110.36,-0.18,13.80,0.69,20.89,1.04
878,空頭出場,MacdLE,2023-05-05 02:00,29325.75,0.06883,-19.05,-0.95,-1094.63,-0.21,26.73,1.34,20.45,1.02
878,空頭進場,MacdSE,2023-05-04 13:00,29054.85,0.06883,-19.05,-0.95,-1094.63,-0.21,26.73,1.34,20.45,1.02
877,多頭出場,MacdSE,2023-05-04 13:00,29054.85,0.06914,8.68,0.43,-1075.58,0.1,31.35,1.57,0.20,0.01
877,多頭進場,MacdLE,2023-05-03 22:00,28923.53,0.06914,8.68,0.43,-1075.58,0.1,31.35,1.57,0.20,0.01
876,空頭出場,MacdLE,2023-05-03 22:00,28923.53,0.06999,-24.90,-1.25,-1084.26,-0.28,31.98,1.6,34.08,1.7
876,空頭進場,MacdSE,2023-05-03 11:00,28573.49,0.06999,-24.90,-1.25,-1084.26,-0.28,31.98,1.6,34.08,1.7
875,多頭出場,MacdSE,2023-05-03 11:00,28573.49,0.0697,-8.60,-0.43,-1059.36,-0.1,0.19,0.01,9.54,0.48
875,多頭進場,MacdLE,2023-05-03 09:00,28691.21,0.0697,-8.60,-0.43,-1059.36,-0.1,0.19,0.01,9.54,0.48
874,空頭出場,MacdLE,2023-05-03 09:00,28691.21,0.07013,-12.76,-0.64,-1050.76,-0.14,5.93,0.3,17.94,0.9
874,空頭進場,MacdSE,2023-05-03 05:00,28514.99,0.07013,-12.76,-0.64,-1050.76,-0.14,5.93,0.3,17.94,0.9
873,多頭出場,MacdSE,2023-05-03 05:00,28514.99,0.07157,40.54,2.03,-1038.00,0.45,66.86,3.34,5.27,0.26
873,多頭進場,MacdLE,2023-05-02 02:00,27942.86,0.07157,40.54,2.03,-1038.00,0.45,66.86,3.34,5.27,0.26
872,空頭出場,MacdLE,2023-05-02 02:00,27942.86,0.06807,97.35,4.87,-1078.54,1.1,116.32,5.82,3.03,0.15
872,空頭進場,MacdSE,2023-04-30 23:00,29378.72,0.06807,97.35,4.87,-1078.54,1.1,116.32,5.82,3.03,0.15
871,多頭出場,MacdSE,2023-04-30 23:00,29378.72,0.06835,7.82,0.39,-1175.89,0.09,48.39,2.42,6.90,0.34
871,多頭進場,MacdLE,2023-04-30 06:00,29258.49,0.06835,7.82,0.39,-1175.89,0.09,48.39,2.42,6.90,0.34
870,空頭出場,MacdLE,2023-04-30 06:00,29258.49,0.06826,2.36,0.12,-1183.71,0.03,18.08,0.9,6.65,0.33
870,空頭進場,MacdSE,2023-04-29 10:00,29298.85,0.06826,2.36,0.12,-1183.71,0.03,18.08,0.9,6.65,0.33
869,多頭出場,MacdSE,2023-04-29 10:00,29298.85,0.06808,-5.58,-0.28,-1186.06,-0.06,4.84,0.24,8.64,0.43
869,多頭進場,MacdLE,2023-04-29 03:00,29374.88,0.06808,-5.58,-0.28,-1186.06,-0.06,4.84,0.24,8.64,0.43
868,空頭出場,MacdLE,2023-04-29 03:00,29374.88,0.06834,-8.11,-0.41,-1180.49,-0.09,2.99,0.15,9.39,0.47
868,空頭進場,MacdSE,2023-04-29 01:00,29262.03,0.06834,-8.11,-0.41,-1180.49,-0.09,2.99,0.15,9.39,0.47
867,多頭出場,MacdSE,2023-04-29 01:00,29262.03,0.06815,-6.08,-0.3,-1172.37,-0.07,3.52,0.18,10.41,0.52
867,多頭進場,MacdLE,2023-04-28 23:00,29345.35,0.06815,-6.08,-0.3,-1172.37,-0.07,3.52,0.18,10.41,0.52
866,空頭出場,MacdLE,2023-04-28 23:00,29345.35,0.06803,3.04,0.15,-1166.30,0.03,34.15,1.71,11.84,0.59
866,空頭進場,MacdSE,2023-04-28 03:00,29395.89,0.06803,3.04,0.15,-1166.30,0.03,34.15,1.71,11.84,0.59
865,多頭出場,MacdSE,2023-04-28 03:00,29395.89,0.06826,6.41,0.32,-1169.33,0.07,40.34,2.02,4.52,0.23
865,多頭進場,MacdLE,2023-04-27 18:00,29296.14,0.06826,6.41,0.32,-1169.33,0.07,40.34,2.02,4.52,0.23
864,空頭出場,MacdLE,2023-04-27 18:00,29296.14,0.07172,-101.67,-5.08,-1175.74,-1.14,46.36,2.32,120.03,6
864,空頭進場,MacdSE,2023-04-26 20:00,27884.25,0.07172,-101.67,-5.08,-1175.74,-1.14,46.36,2.32,120.03,6
863,多頭出場,MacdSE,2023-04-26 20:00,27884.25,0.07313,39.03,1.95,-1074.07,0.44,196.59,9.83,2.31,0.12
863,多頭進場,MacdLE,2023-04-25 16:00,27345.00,0.07313,39.03,1.95,-1074.07,0.44,196.59,9.83,2.31,0.12
862,空頭出場,MacdLE,2023-04-25 16:00,27345.00,0.07327,-4.09,-0.2,-1113.10,-0.05,1.41,0.07,10.41,0.52
862,空頭進場,MacdSE,2023-04-25 15:00,27294.68,0.07327,-4.09,-0.2,-1113.10,-0.05,1.41,0.07,10.41,0.52
861,多頭出場,MacdSE,2023-04-25 15:00,27294.68,0.07301,-7.43,-0.37,-1109.02,-0.08,6.50,0.32,14.20,0.71
861,多頭進場,MacdLE,2023-04-25 12:00,27390.96,0.07301,-7.43,-0.37,-1109.02,-0.08,6.50,0.32,14.20,0.71
860,空頭出場,MacdLE,2023-04-25 12:00,27390.96,0.07319,-5.37,-0.27,-1101.59,-0.06,2.44,0.12,8.34,0.42
860,空頭進場,MacdSE,2023-04-25 10:00,27323.00,0.07319,-5.37,-0.27,-1101.59,-0.06,2.44,0.12,8.34,0.42
859,多頭出場,MacdSE,2023-04-25 10:00,27323.00,0.07291,-8.26,-0.41,-1096.21,-0.09,0.60,0.03,10.90,0.54
859,多頭進場,MacdLE,2023-04-25 09:00,27430.87,0.07291,-8.26,-0.41,-1096.21,-0.09,0.60,0.03,10.90,0.54
858,空頭出場,MacdLE,2023-04-25 09:00,27430.87,0.07334,-12.45,-0.62,-1087.95,-0.14,5.27,0.26,13.19,0.66
858,空頭進場,MacdSE,2023-04-25 08:00,27266.54,0.07334,-12.45,-0.62,-1087.95,-0.14,5.27,0.26,13.19,0.66
857,多頭出場,MacdSE,2023-04-25 08:00,27266.54,0.07295,-11.20,-0.56,-1075.50,-0.13,12.61,0.63,12.88,0.64
857,多頭進場,MacdLE,2023-04-24 22:00,27414.64,0.07295,-11.20,-0.56,-1075.50,-0.13,12.61,0.63,12.88,0.64
856,空頭出場,MacdLE,2023-04-24 22:00,27414.64,0.07285,2.32,0.12,-1064.29,0.03,36.89,1.84,19.77,0.99
856,空頭進場,MacdSE,2023-04-24 08:00,27451.98,0.07285,2.32,0.12,-1064.29,0.03,36.89,1.84,19.77,0.99
855,多頭出場,MacdSE,2023-04-24 08:00,27451.98,0.07248,-10.45,-0.52,-1066.61,-0.12,29.47,1.47,17.64,0.88
855,多頭進場,MacdLE,2023-04-24 00:00,27590.59,0.07248,-10.45,-0.52,-1066.61,-0.12,29.47,1.47,17.64,0.88
854,空頭出場,MacdLE,2023-04-24 00:00,27590.59,0.07258,-3.16,-0.16,-1056.17,-0.04,17.31,0.87,10.17,0.51
854,空頭進場,MacdSE,2023-04-23 15:00,27552.51,0.07258,-3.16,-0.16,-1056.17,-0.04,17.31,0.87,10.17,0.51
853,多頭出場,MacdSE,2023-04-23 15:00,27552.51,0.07299,10.90,0.55,-1053.00,0.12,35.21,1.76,15.77,0.79
853,多頭進場,MacdLE,2023-04-22 06:00,27397.62,0.07299,10.90,0.55,-1053.00,0.12,35.21,1.76,15.77,0.79
852,空頭出場,MacdLE,2023-04-22 06:00,27397.62,0.07331,-9.03,-0.45,-1063.91,-0.1,11.16,0.56,9.71,0.49
852,空頭進場,MacdSE,2023-04-21 20:00,27279.90,0.07331,-9.03,-0.45,-1063.91,-0.1,11.16,0.56,9.71,0.49
851,多頭出場,MacdSE,2023-04-21 20:00,27279.90,0.07091,-65.70,-3.29,-1054.88,-0.73,10.23,0.51,72.27,3.61
851,多頭進場,MacdLE,2023-04-21 02:00,28200.91,0.07091,-65.70,-3.29,-1054.88,-0.73,10.23,0.51,72.27,3.61
850,空頭出場,MacdLE,2023-04-21 02:00,28200.91,0.07031,16.59,0.83,-989.18,0.18,30.21,1.51,11.80,0.59
850,空頭進場,MacdSE,2023-04-20 17:00,28442.56,0.07031,16.59,0.83,-989.18,0.18,30.21,1.51,11.80,0.59
849,多頭出場,MacdSE,2023-04-20 17:00,28442.56,0.06914,-33.79,-1.69,-1005.77,-0.37,3.47,0.17,46.22,2.31
849,多頭進場,MacdLE,2023-04-20 07:00,28925.58,0.06914,-33.79,-1.69,-1005.77,-0.37,3.47,0.17,46.22,2.31
848,空頭出場,MacdLE,2023-04-20 07:00,28925.58,0.06622,84.04,4.2,-971.97,0.94,111.09,5.55,8.47,0.42
848,空頭進場,MacdSE,2023-04-19 03:00,30200.63,0.06622,84.04,4.2,-971.97,0.94,111.09,5.55,8.47,0.42
847,多頭出場,MacdSE,2023-04-19 03:00,30200.63,0.06779,46.94,2.35,-1056.02,0.53,66.42,3.32,27.69,1.38
847,多頭進場,MacdLE,2023-04-17 23:00,29502.28,0.06779,46.94,2.35,-1056.02,0.53,66.42,3.32,27.69,1.38
846,空頭出場,MacdLE,2023-04-17 23:00,29502.28,0.06701,22.42,1.12,-1102.95,0.25,40.15,2.01,17.52,0.88
846,空頭進場,MacdSE,2023-04-17 01:00,29842.86,0.06701,22.42,1.12,-1102.95,0.25,40.15,2.01,17.52,0.88
845,多頭出場,MacdSE,2023-04-17 01:00,29842.86,0.06598,-31.34,-1.57,-1125.38,-0.35,15.51,0.78,34.63,1.73
845,多頭進場,MacdLE,2023-04-16 15:00,30311.83,0.06598,-31.34,-1.57,-1125.38,-0.35,15.51,0.78,34.63,1.73
844,空頭出場,MacdLE,2023-04-16 15:00,30311.83,0.06611,-4.49,-0.22,-1094.04,-0.05,0.13,0.01,4.83,0.24
844,空頭進場,MacdSE,2023-04-16 14:00,30249.99,0.06611,-4.49,-0.22,-1094.04,-0.05,0.13,0.01,4.83,0.24
843,多頭出場,MacdSE,2023-04-16 14:00,30249.99,0.06599,-4.12,-0.21,-1089.55,-0.05,5.94,0.3,9.83,0.49
843,多頭進場,MacdLE,2023-04-16 06:00,30306.32,0.06599,-4.12,-0.21,-1089.55,-0.05,5.94,0.3,9.83,0.49
842,空頭出場,MacdLE,2023-04-16 06:00,30306.32,0.06593,1.50,0.08,-1085.43,0.02,13.99,0.7,5.79,0.29
842,空頭進場,MacdSE,2023-04-15 14:00,30335.19,0.06593,1.50,0.08,-1085.43,0.02,13.99,0.7,5.79,0.29
841,多頭出場,MacdSE,2023-04-15 14:00,30335.19,0.06566,-8.59,-0.43,-1086.94,-0.1,0.46,0.02,11.69,0.58
841,多頭進場,MacdLE,2023-04-15 10:00,30459.94,0.06566,-8.59,-0.43,-1086.94,-0.1,0.46,0.02,11.69,0.58
840,空頭出場,MacdLE,2023-04-15 10:00,30459.94,0.06532,9.86,0.49,-1078.35,0.11,42.32,2.12,9.39,0.47
840,空頭進場,MacdSE,2023-04-14 13:00,30616.98,0.06532,9.86,0.49,-1078.35,0.11,42.32,2.12,9.39,0.47
839,多頭出場,MacdSE,2023-04-14 13:00,30616.98,0.06504,-8.77,-0.44,-1088.21,-0.1,16.34,0.82,14.88,0.74
839,多頭進場,MacdLE,2023-04-14 01:00,30745.72,0.06504,-8.77,-0.44,-1088.21,-0.1,16.34,0.82,14.88,0.74
838,空頭出場,MacdLE,2023-04-14 01:00,30745.72,0.06604,-30.91,-1.55,-1079.43,-0.35,0.04,0,34.27,1.71
838,空頭進場,MacdSE,2023-04-13 22:00,30283.70,0.06604,-30.91,-1.55,-1079.43,-0.35,0.04,0,34.27,1.71
837,多頭出場,MacdSE,2023-04-13 22:00,30283.70,0.0664,10.70,0.54,-1048.52,0.12,31.57,1.58,9.07,0.45
837,多頭進場,MacdLE,2023-04-13 03:00,30116.51,0.0664,10.70,0.54,-1048.52,0.12,31.57,1.58,9.07,0.45
