,index,Open Time,open,high,low,close,Close Time,EMA,RSI
43,941,2020-03-15,5172.48,5940.0,5093.1,5361.3,2020-03-15 23:59:59.999000064,8461.32,25.73
44,942,2020-03-16,5360.33,5365.42,4442.12,5028.97,2020-03-16 23:59:59.999000064,8364.63,24.1
45,943,2020-03-17,5028.86,5525.0,4921.45,5312.64,2020-03-17 23:59:59.999000064,8278.66,28.32
46,944,2020-03-18,5312.64,5436.17,5009.37,5393.04,2020-03-18 23:59:59.999000064,8197.37,29.54
47,945,2020-03-19,5393.26,6400.0,5252.53,6162.37,2020-03-19 23:59:59.999000064,8140.05,40.11
48,946,2020-03-20,6162.05,6900.0,5670.0,6208.36,2020-03-20 23:59:59.999000064,8085.63,40.69
49,947,2020-03-21,6204.57,6456.98,5860.02,6186.98,2020-03-21 23:59:59.999000064,8032.15,40.49
50,948,2020-03-22,6187.04,6407.87,5734.01,5816.19,2020-03-22 23:59:59.999000064,7969.73,37.06
51,949,2020-03-23,5816.05,6600.0,5688.0,6467.31,2020-03-23 23:59:59.999000064,7927.41,45.85
52,950,2020-03-24,6465.25,6833.0,6371.33,6744.72,2020-03-24 23:59:59.999000064,7894.09,49.15
53,951,2020-03-25,6744.69,6957.96,6450.0,6677.43,2020-03-25 23:59:59.999000064,7859.82,48.37
54,952,2020-03-26,6677.42,6780.0,6510.0,6737.36,2020-03-26 23:59:59.999000064,7828.2,49.15
55,953,2020-03-27,6737.27,6842.59,6261.0,6359.11,2020-03-27 23:59:59.999000064,7786.82,44.5
56,954,2020-03-28,6359.11,6360.0,6024.0,6236.65,2020-03-28 23:59:59.999000064,7743.15,43.06
57,955,2020-03-29,6236.65,6266.0,5866.56,5881.42,2020-03-29 23:59:59.999000064,7690.71,39.06
58,956,2020-03-30,5880.5,6599.0,5857.76,6394.38,2020-03-30 23:59:59.999000064,7654.19,46.84
59,957,2020-03-31,6394.45,6523.23,6321.4,6410.44,2020-03-31 23:59:59.999000064,7619.16,47.07
60,958,2020-04-01,6412.14,6679.94,6150.11,6642.92,2020-04-01 23:59:59.999000064,7591.66,50.46
61,959,2020-04-02,6643.36,7198.0,6551.0,6794.09,2020-04-02 23:59:59.999000064,7569.19,52.62
62,960,2020-04-03,6793.86,7048.0,6602.1,6734.1,2020-04-03 23:59:59.999000064,7545.67,51.64
63,961,2020-04-04,6732.97,6990.41,6650.01,6856.99,2020-04-04 23:59:59.999000064,7526.27,53.56
64,962,2020-04-05,6857.41,6895.54,6677.52,6772.78,2020-04-05 23:59:59.999000064,7505.04,52.02
65,963,2020-04-06,6772.78,7355.14,6765.0,7329.9,2020-04-06 23:59:59.999000064,7500.11,60.28
66,964,2020-04-07,7329.9,7459.69,7077.0,7197.32,2020-04-07 23:59:59.999000064,7491.58,57.7
67,965,2020-04-08,7197.32,7420.0,7150.0,7361.28,2020-04-08 23:59:59.999000064,7487.91,60.01
68,966,2020-04-09,7360.26,7371.92,7108.08,7283.54,2020-04-09 23:59:59.999000064,7482.15,58.36
69,967,2020-04-10,7283.54,7295.75,6739.98,6858.92,2020-04-10 23:59:59.999000064,7464.6,50.16
70,968,2020-04-11,6858.92,6944.3,6760.0,6876.83,2020-04-11 23:59:59.999000064,7448.04,50.48
71,969,2020-04-12,6876.84,7177.0,6780.0,6903.79,2020-04-12 23:59:59.999000064,7432.71,51.0
72,970,2020-04-13,6903.79,6903.79,6575.0,6837.91,2020-04-13 23:59:59.999000064,7415.95,49.62
73,971,2020-04-14,6838.04,6978.0,6754.28,6868.7,2020-04-14 23:59:59.999000064,7400.54,50.3
74,972,2020-04-15,6868.57,6933.0,6605.0,6621.24,2020-04-15 23:59:59.999000064,7378.59,44.94
75,973,2020-04-16,6621.25,7190.0,6468.27,7101.94,2020-04-16 23:59:59.999000064,7370.79,55.09
76,974,2020-04-17,7101.99,7148.12,6972.98,7027.55,2020-04-17 23:59:59.999000064,7361.13,53.42
77,975,2020-04-18,7026.78,7293.08,7014.4,7248.6,2020-04-18 23:59:59.999000064,7357.96,57.58
78,976,2020-04-19,7248.6,7266.15,7055.6,7120.74,2020-04-19 23:59:59.999000064,7351.27,54.51
79,977,2020-04-20,7121.4,7220.0,6751.0,6826.83,2020-04-20 23:59:59.999000064,7336.5,48.09
80,978,2020-04-21,6828.98,6940.0,6762.0,6841.37,2020-04-21 23:59:59.999000064,7322.55,48.42
81,979,2020-04-22,6841.36,7156.38,6818.0,7125.14,2020-04-22 23:59:59.999000064,7316.99,54.53
82,980,2020-04-23,7125.12,7738.0,7020.0,7482.39,2020-04-23 23:59:59.999000064,7321.65,60.9
83,981,2020-04-24,7483.96,7615.96,7388.0,7505.0,2020-04-24 23:59:59.999000064,7326.82,61.27
84,982,2020-04-25,7505.0,7705.0,7431.07,7538.67,2020-04-25 23:59:59.999000064,7332.78,61.87
85,983,2020-04-26,7539.03,7700.0,7480.0,7693.1,2020-04-26 23:59:59.999000064,7342.93,64.58
86,984,2020-04-27,7693.1,7792.02,7606.0,7774.62,2020-04-27 23:59:59.999000064,7355.09,65.98
87,985,2020-04-28,7773.51,7780.0,7659.12,7738.98,2020-04-28 23:59:59.999000064,7365.91,64.76
88,986,2020-04-29,7738.58,8952.89,7710.05,8778.57,2020-04-29 23:59:59.999000064,7405.7,77.79
89,987,2020-04-30,8778.58,9460.0,8401.0,8620.0,2020-04-30 23:59:59.999000064,7439.91,73.28
90,988,2020-05-01,8620.0,9059.18,8613.56,8826.96,2020-05-01 23:59:59.999000064,7478.98,75.32
91,989,2020-05-02,8825.67,9010.0,8753.0,8972.05,2020-05-02 23:59:59.999000064,7521.04,76.68
92,990,2020-05-03,8972.58,9200.0,8712.0,8894.16,2020-05-03 23:59:59.999000064,7559.72,74.28
93,991,2020-05-04,8894.15,8950.0,8522.0,8871.96,2020-05-04 23:59:59.999000064,7596.68,73.57
94,992,2020-05-05,8871.92,9118.58,8760.0,9021.83,2020-05-05 23:59:59.999000064,7636.83,75.31
95,993,2020-05-06,9021.36,9395.0,8906.21,9142.92,2020-05-06 23:59:59.999000064,7679.25,76.68
96,994,2020-05-07,9143.4,10067.0,9021.0,9986.4,2020-05-07 23:59:59.999000064,7744.24,83.56
97,995,2020-05-08,9986.3,10035.96,9705.0,9800.01,2020-05-08 23:59:59.999000064,7802.15,78.01
98,996,2020-05-09,9800.02,9914.25,9520.0,9539.4,2020-05-09 23:59:59.999000064,7851.09,70.83
99,997,2020-05-10,9539.1,9574.83,8117.0,8722.77,2020-05-10 23:59:59.999000064,7875.64,53.88
100,998,2020-05-11,8722.77,9168.0,8200.0,8561.52,2020-05-11 23:59:59.999000064,7894.96,51.24
101,999,2020-05-12,8562.04,8978.26,8528.78,8810.79,2020-05-12 23:59:59.999000064,7920.76,54.96
102,1000,2020-05-13,8810.99,9398.0,8792.99,9309.37,2020-05-13 23:59:59.999000064,7959.88,61.4
103,1001,2020-05-14,9309.35,9939.0,9256.76,9791.98,2020-05-14 23:59:59.999000064,8011.48,66.45
104,1002,2020-05-15,9791.97,9845.62,9150.0,9316.42,2020-05-15 23:59:59.999000064,8048.24,58.25
105,1003,2020-05-16,9315.96,9588.0,9220.0,9381.27,2020-05-16 23:59:59.999000064,8085.79,59.0
106,1004,2020-05-17,9380.81,9888.0,9322.1,9680.04,2020-05-17 23:59:59.999000064,8130.7,62.41
107,1005,2020-05-18,9681.11,9950.0,9464.23,9733.93,2020-05-18 23:59:59.999000064,8175.86,63.01
108,1006,2020-05-19,9733.93,9897.21,9474.0,9775.53,2020-05-19 23:59:59.999000064,8220.92,63.51
109,1007,2020-05-20,9775.13,9842.0,9326.0,9511.43,2020-05-20 23:59:59.999000064,8257.28,58.13
110,1008,2020-05-21,9511.43,9578.47,8815.0,9068.65,2020-05-21 23:59:59.999000064,8280.13,50.33
111,1009,2020-05-22,9067.51,9271.0,8933.52,9170.0,2020-05-22 23:59:59.999000064,8305.2,51.94
112,1010,2020-05-23,9170.0,9307.85,9070.0,9179.15,2020-05-23 23:59:59.999000064,8329.82,52.09
113,1011,2020-05-24,9179.01,9298.0,8700.0,8720.34,2020-05-24 23:59:59.999000064,8340.82,44.37
114,1012,2020-05-25,8718.14,8979.66,8642.72,8900.35,2020-05-25 23:59:59.999000064,8356.58,47.69
115,1013,2020-05-26,8900.35,9017.67,8700.0,8841.18,2020-05-26 23:59:59.999000064,8370.23,46.69
116,1014,2020-05-27,8841.0,9225.0,8811.73,9204.07,2020-05-27 23:59:59.999000064,8393.72,53.24
117,1015,2020-05-28,9204.07,9625.47,9110.0,9575.89,2020-05-28 23:59:59.999000064,8427.02,58.89
118,1016,2020-05-29,9575.87,9605.26,9330.0,9427.07,2020-05-29 23:59:59.999000064,8455.19,55.94
119,1017,2020-05-30,9426.6,9740.0,9331.23,9697.72,2020-05-30 23:59:59.999000064,8490.19,59.92
120,1018,2020-05-31,9697.72,9700.0,9381.41,9448.27,2020-05-31 23:59:59.999000064,8517.18,54.93
121,1019,2020-06-01,9448.27,10380.0,9421.67,10200.77,2020-06-01 23:59:59.999000064,8564.6,64.63
122,1020,2020-06-02,10202.71,10228.99,9266.0,9518.04,2020-06-02 23:59:59.999000064,8591.46,53.28
123,1021,2020-06-03,9518.02,9690.0,9365.21,9666.24,2020-06-03 23:59:59.999000064,8621.74,55.15
124,1022,2020-06-04,9666.32,9881.63,9450.0,9789.06,2020-06-04 23:59:59.999000064,8654.62,56.71
125,1023,2020-06-05,9788.14,9854.75,9581.0,9621.16,2020-06-05 23:59:59.999000064,8681.84,53.91
126,1024,2020-06-06,9621.17,9735.0,9531.05,9666.3,2020-06-06 23:59:59.999000064,8709.58,54.57
127,1025,2020-06-07,9666.85,9802.0,9372.46,9746.99,2020-06-07 23:59:59.999000064,8738.8,55.8
128,1026,2020-06-08,9746.99,9800.0,9633.0,9782.01,2020-06-08 23:59:59.999000064,8768.19,56.36
129,1027,2020-06-09,9782.0,9877.0,9570.0,9772.43,2020-06-09 23:59:59.999000064,8796.47,56.14
130,1028,2020-06-10,9772.44,9992.72,9704.18,9885.0,2020-06-10 23:59:59.999000064,8827.14,58.16
131,1029,2020-06-11,9885.22,9964.0,9113.0,9280.4,2020-06-11 23:59:59.999000064,8839.9,45.81
132,1030,2020-06-12,9278.88,9557.12,9232.51,9465.13,2020-06-12 23:59:59.999000064,8857.52,49.39
133,1031,2020-06-13,9464.96,9494.73,9351.0,9473.34,2020-06-13 23:59:59.999000064,8874.86,49.55
134,1032,2020-06-14,9473.34,9480.99,9245.0,9342.1,2020-06-14 23:59:59.999000064,8888.03,46.94
135,1033,2020-06-15,9342.1,9495.0,8910.45,9426.02,2020-06-15 23:59:59.999000064,8903.18,48.82
136,1034,2020-06-16,9426.05,9589.0,9373.09,9525.59,2020-06-16 23:59:59.999000064,8920.71,51.07
137,1035,2020-06-17,9526.97,9565.0,9236.61,9465.14,2020-06-17 23:59:59.999000064,8936.05,49.63
138,1036,2020-06-18,9465.13,9489.0,9280.0,9386.32,2020-06-18 23:59:59.999000064,8948.73,47.71
139,1037,2020-06-19,9386.32,9438.3,9215.79,9310.23,2020-06-19 23:59:59.999000064,8958.92,45.84
140,1038,2020-06-20,9310.23,9395.0,9170.95,9358.95,2020-06-20 23:59:59.999000064,8970.18,47.28
141,1039,2020-06-21,9358.95,9422.0,9281.54,9294.69,2020-06-21 23:59:59.999000064,8979.32,45.54
142,1040,2020-06-22,9294.69,9780.0,9277.09,9685.69,2020-06-22 23:59:59.999000064,8999.22,56.25
143,1041,2020-06-23,9685.69,9720.0,9577.03,9624.89,2020-06-23 23:59:59.999000064,9016.85,54.43
144,1042,2020-06-24,9624.33,9670.0,9208.0,9296.49,2020-06-24 23:59:59.999000064,9024.72,45.73
145,1043,2020-06-25,9298.33,9340.0,9009.69,9249.49,2020-06-25 23:59:59.999000064,9031.06,44.62
146,1044,2020-06-26,9249.49,9298.0,9045.45,9162.21,2020-06-26 23:59:59.999000064,9034.75,42.52
147,1045,2020-06-27,9162.21,9196.24,8833.0,9012.0,2020-06-27 23:59:59.999000064,9034.11,39.07
148,1046,2020-06-28,9012.0,9191.0,8948.06,9116.35,2020-06-28 23:59:59.999000064,9036.43,42.6
149,1047,2020-06-29,9116.16,9238.0,9024.67,9192.56,2020-06-29 23:59:59.999000064,9040.82,45.13
150,1048,2020-06-30,9192.93,9205.0,9064.89,9138.55,2020-06-30 23:59:59.999000064,9043.58,43.64
151,1049,2020-07-01,9138.08,9292.0,9080.1,9232.0,2020-07-01 23:59:59.999000064,9048.88,46.95
152,1050,2020-07-02,9231.99,9261.96,8940.0,9086.54,2020-07-02 23:59:59.999000064,9049.95,42.7
153,1051,2020-07-03,9086.54,9125.0,9037.47,9058.26,2020-07-03 23:59:59.999000064,9050.18,41.89
154,1052,2020-07-04,9057.79,9190.0,9040.04,9135.46,2020-07-04 23:59:59.999000064,9052.58,44.98
155,1053,2020-07-05,9135.0,9145.24,8893.03,9069.41,2020-07-05 23:59:59.999000064,9053.06,42.86
156,1054,2020-07-06,9069.41,9375.0,9055.92,9344.2,2020-07-06 23:59:59.999000064,9061.26,52.94
157,1055,2020-07-07,9342.47,9379.42,9203.0,9257.39,2020-07-07 23:59:59.999000064,9066.78,49.9
158,1056,2020-07-08,9257.4,9470.0,9231.0,9436.06,2020-07-08 23:59:59.999000064,9077.18,55.62
159,1057,2020-07-09,9436.06,9440.79,9160.0,9232.43,2020-07-09 23:59:59.999000064,9081.56,48.71
160,1058,2020-07-10,9232.42,9317.48,9125.0,9288.34,2020-07-10 23:59:59.999000064,9087.38,50.55
161,1059,2020-07-11,9288.34,9299.28,9178.25,9234.03,2020-07-11 23:59:59.999000064,9091.51,48.7
162,1060,2020-07-12,9234.02,9345.0,9157.5,9302.75,2020-07-12 23:59:59.999000064,9097.46,51.17
163,1061,2020-07-13,9303.31,9343.82,9200.89,9242.62,2020-07-13 23:59:59.999000064,9101.55,48.92
164,1062,2020-07-14,9242.61,9279.54,9113.0,9255.85,2020-07-14 23:59:59.999000064,9105.9,49.45
165,1063,2020-07-15,9255.85,9276.49,9160.57,9197.6,2020-07-15 23:59:59.999000064,9108.48,47.09
166,1064,2020-07-16,9197.6,9226.15,9047.25,9133.72,2020-07-16 23:59:59.999000064,9109.19,44.55
167,1065,2020-07-17,9133.72,9186.83,9089.81,9154.32,2020-07-17 23:59:59.999000064,9110.46,45.59
168,1066,2020-07-18,9154.31,9219.3,9121.1,9170.28,2020-07-18 23:59:59.999000064,9112.15,46.43
169,1067,2020-07-19,9170.3,9232.27,9101.35,9208.99,2020-07-19 23:59:59.999000064,9114.88,48.54
170,1068,2020-07-20,9208.99,9221.52,9131.0,9160.78,2020-07-20 23:59:59.999000064,9116.17,46.07
171,1069,2020-07-21,9160.78,9437.73,9152.8,9390.0,2020-07-21 23:59:59.999000064,9123.88,57.32
172,1070,2020-07-22,9390.0,9544.0,9261.0,9518.16,2020-07-22 23:59:59.999000064,9134.99,62.14
173,1071,2020-07-23,9518.16,9664.0,9440.33,9603.27,2020-07-23 23:59:59.999000064,9148.18,65.0
174,1072,2020-07-24,9603.27,9637.0,9463.44,9537.8,2020-07-24 23:59:59.999000064,9159.16,61.13
175,1073,2020-07-25,9538.1,9732.9,9513.0,9700.42,2020-07-25 23:59:59.999000064,9174.4,66.54
176,1074,2020-07-26,9700.42,10111.0,9650.0,9931.54,2020-07-26 23:59:59.999000064,9195.73,72.47
177,1075,2020-07-27,9931.54,11394.86,9917.21,11029.96,2020-07-27 23:59:59.999000064,9247.4,85.66
178,1076,2020-07-28,11029.96,11242.23,10565.0,10906.27,2020-07-28 23:59:59.999000064,9294.13,80.9
179,1077,2020-07-29,10906.27,11342.82,10812.0,11100.53,2020-07-29 23:59:59.999000064,9345.01,82.56
180,1078,2020-07-30,11100.52,11170.0,10831.0,11099.61,2020-07-30 23:59:59.999000064,9394.44,82.53
181,1079,2020-07-31,11099.79,11444.0,10960.0,11335.46,2020-07-31 23:59:59.999000064,9449.11,84.48
182,1080,2020-08-01,11335.46,11861.0,11220.0,11801.17,2020-08-01 23:59:59.999000064,9515.37,87.48
183,1081,2020-08-02,11801.17,12123.46,10518.5,11071.35,2020-08-02 23:59:59.999000064,9559.2,65.71
184,1082,2020-08-03,11071.36,11473.0,10936.0,11219.81,2020-08-03 23:59:59.999000064,9605.98,67.51
185,1083,2020-08-04,11219.68,11414.98,11000.0,11191.97,2020-08-04 23:59:59.999000064,9650.65,66.79
186,1084,2020-08-05,11191.99,11780.93,11093.0,11744.91,2020-08-05 23:59:59.999000064,9709.65,72.99
187,1085,2020-08-06,11744.91,11900.0,11562.5,11762.46,2020-08-06 23:59:59.999000064,9767.47,73.17
188,1086,2020-08-07,11762.47,11909.94,11322.0,11594.23,2020-08-07 23:59:59.999000064,9818.93,68.56
189,1087,2020-08-08,11594.36,11808.27,11512.0,11761.41,2020-08-08 23:59:59.999000064,9873.65,70.57
190,1088,2020-08-09,11761.02,11797.11,11521.97,11681.68,2020-08-09 23:59:59.999000064,9924.58,68.3
191,1089,2020-08-10,11681.69,12067.35,11450.0,11892.92,2020-08-10 23:59:59.999000064,9980.02,71.0
192,1090,2020-08-11,11892.9,11935.0,11125.0,11392.08,2020-08-11 23:59:59.999000064,10019.8,58.19
193,1091,2020-08-12,11392.09,11617.52,11150.0,11564.33,2020-08-12 23:59:59.999000064,10063.31,60.84
194,1092,2020-08-13,11564.34,11792.96,11270.36,11780.0,2020-08-13 23:59:59.999000064,10111.67,63.96
195,1093,2020-08-14,11779.77,11850.0,11634.03,11760.54,2020-08-14 23:59:59.999000064,10158.11,63.46
196,1094,2020-08-15,11760.55,11980.0,11680.0,11852.4,2020-08-15 23:59:59.999000064,10205.84,64.87
197,1095,2020-08-16,11852.4,11931.72,11686.0,11911.0,2020-08-16 23:59:59.999000064,10253.87,65.79
198,1096,2020-08-17,11910.99,12468.0,11769.78,12281.13,2020-08-17 23:59:59.999000064,10310.98,71.0
199,1097,2020-08-18,12281.15,12387.77,11817.93,11945.01,2020-08-18 23:59:59.999000064,10357.01,61.69
200,1098,2020-08-19,11945.1,12020.08,11561.0,11754.59,2020-08-19 23:59:59.999000064,10396.38,57.06
201,1099,2020-08-20,11754.38,11888.0,11668.0,11853.55,2020-08-20 23:59:59.999000064,10437.42,58.81
202,1100,2020-08-21,11853.54,11878.0,11485.81,11531.34,2020-08-21 23:59:59.999000064,10468.24,51.37
203,1101,2020-08-22,11531.23,11686.0,11376.81,11662.96,2020-08-22 23:59:59.999000064,10501.89,53.97
204,1102,2020-08-23,11663.51,11718.07,11514.13,11648.13,2020-08-23 23:59:59.999000064,10534.18,53.61
205,1103,2020-08-24,11648.12,11824.9,11585.09,11748.2,2020-08-24 23:59:59.999000064,10568.38,55.74
206,1104,2020-08-25,11748.19,11767.85,11117.64,11318.42,2020-08-25 23:59:59.999000064,10589.51,45.89
207,1105,2020-08-26,11318.42,11539.32,11244.0,11461.43,2020-08-26 23:59:59.999000064,10614.07,49.15
208,1106,2020-08-27,11461.42,11592.2,11125.0,11330.38,2020-08-27 23:59:59.999000064,10634.25,46.36
209,1107,2020-08-28,11330.38,11542.65,11276.89,11526.91,2020-08-28 23:59:59.999000064,10659.39,50.92
210,1108,2020-08-29,11526.9,11580.02,11417.04,11465.84,2020-08-29 23:59:59.999000064,10682.11,49.49
211,1109,2020-08-30,11465.84,11719.0,11458.0,11711.16,2020-08-30 23:59:59.999000064,10711.09,55.02
212,1110,2020-08-31,11711.17,11800.77,11570.0,11649.51,2020-08-31 23:59:59.999000064,10737.53,53.42
213,1111,2020-09-01,11649.51,12050.85,11515.0,11921.97,2020-09-01 23:59:59.999000064,10770.89,59.15
214,1112,2020-09-02,11921.97,11954.57,11160.1,11388.54,2020-09-02 23:59:59.999000064,10788.29,46.84
215,1113,2020-09-03,11388.54,11462.6,9960.8,10140.85,2020-09-03 23:59:59.999000064,10770.05,30.59
216,1114,2020-09-04,10138.29,10627.05,9875.5,10446.25,2020-09-04 23:59:59.999000064,10760.93,36.47
217,1115,2020-09-05,10446.25,10565.68,9825.0,10166.69,2020-09-05 23:59:59.999000064,10744.19,33.63
218,1116,2020-09-06,10166.69,10347.14,9994.86,10256.2,2020-09-06 23:59:59.999000064,10730.45,35.39
219,1117,2020-09-07,10255.89,10410.75,9875.0,10373.44,2020-09-07 23:59:59.999000064,10720.39,37.75
220,1118,2020-09-08,10373.45,10438.0,9850.0,10126.65,2020-09-08 23:59:59.999000064,10703.67,34.83
221,1119,2020-09-09,10126.66,10343.0,9981.01,10219.2,2020-09-09 23:59:59.999000064,10690.02,36.83
222,1120,2020-09-10,10219.29,10483.35,10070.83,10336.87,2020-09-10 23:59:59.999000064,10680.07,39.41
223,1121,2020-09-11,10336.86,10397.6,10200.0,10387.89,2020-09-11 23:59:59.999000064,10671.84,40.56
224,1122,2020-09-12,10387.89,10477.97,10269.25,10440.92,2020-09-12 23:59:59.999000064,10665.34,41.81
225,1123,2020-09-13,10440.67,10580.11,10200.0,10332.83,2020-09-13 23:59:59.999000064,10655.97,39.94
226,1124,2020-09-14,10332.84,10750.0,10212.34,10671.77,2020-09-14 23:59:59.999000064,10656.41,47.9
227,1125,2020-09-15,10671.77,10930.04,10606.48,10785.31,2020-09-15 23:59:59.999000064,10660.05,50.31
228,1126,2020-09-16,10785.23,11093.0,10661.22,10954.01,2020-09-16 23:59:59.999000064,10668.33,53.77
229,1127,2020-09-17,10954.01,11045.46,10745.83,10939.99,2020-09-17 23:59:59.999000064,10675.98,53.43
230,1128,2020-09-18,10940.0,11038.03,10812.84,10933.39,2020-09-18 23:59:59.999000064,10683.23,53.26
231,1129,2020-09-19,10933.4,11179.79,10887.37,11080.65,2020-09-19 23:59:59.999000064,10694.42,56.65
232,1130,2020-09-20,11080.64,11080.64,10723.0,10920.28,2020-09-20 23:59:59.999000064,10700.79,52.16
233,1131,2020-09-21,10920.28,10988.86,10296.35,10417.22,2020-09-21 23:59:59.999000064,10692.8,41.02
234,1132,2020-09-22,10417.22,10572.71,10353.0,10529.61,2020-09-22 23:59:59.999000064,10688.2,43.94
235,1133,2020-09-23,10529.61,10537.15,10136.82,10241.46,2020-09-23 23:59:59.999000064,10675.62,38.6
236,1134,2020-09-24,10241.46,10795.24,10190.93,10736.32,2020-09-24 23:59:59.999000064,10677.33,49.99
237,1135,2020-09-25,10736.33,10760.53,10556.24,10686.67,2020-09-25 23:59:59.999000064,10677.59,48.99
238,1136,2020-09-26,10686.57,10820.94,10644.68,10728.6,2020-09-26 23:59:59.999000064,10679.03,49.91
239,1137,2020-09-27,10728.59,10799.0,10594.82,10774.25,2020-09-27 23:59:59.999000064,10681.71,50.96
240,1138,2020-09-28,10774.26,10950.0,10626.0,10696.12,2020-09-28 23:59:59.999000064,10682.12,49.04
241,1139,2020-09-29,10696.11,10867.54,10635.87,10840.48,2020-09-29 23:59:59.999000064,10686.58,52.63
242,1140,2020-09-30,10840.58,10849.34,10665.13,10776.59,2020-09-30 23:59:59.999000064,10689.11,50.9
243,1141,2020-10-01,10776.59,10920.0,10437.0,10619.13,2020-10-01 23:59:59.999000064,10687.14,46.76
244,1142,2020-10-02,10619.13,10664.64,10374.0,10570.4,2020-10-02 23:59:59.999000064,10683.85,45.51
245,1143,2020-10-03,10570.4,10603.56,10496.46,10542.06,2020-10-03 23:59:59.999000064,10679.86,44.76
246,1144,2020-10-04,10542.07,10696.87,10517.87,10666.63,2020-10-04 23:59:59.999000064,10679.49,48.84
247,1145,2020-10-05,10666.62,10798.0,10615.64,10792.21,2020-10-05 23:59:59.999000064,10682.66,52.69
248,1146,2020-10-06,10792.2,10800.0,10525.0,10599.66,2020-10-06 23:59:59.999000064,10680.32,46.8
249,1147,2020-10-07,10599.65,10681.87,10546.17,10666.39,2020-10-07 23:59:59.999000064,10679.93,48.96
250,1148,2020-10-08,10666.4,10950.0,10530.41,10925.57,2020-10-08 23:59:59.999000064,10686.85,56.44
251,1149,2020-10-09,10925.44,11104.64,10829.0,11050.64,2020-10-09 23:59:59.999000064,10697.1,59.56
252,1150,2020-10-10,11050.64,11491.0,11050.51,11293.22,2020-10-10 23:59:59.999000064,10713.89,64.89
253,1151,2020-10-11,11293.22,11445.0,11221.0,11369.02,2020-10-11 23:59:59.999000064,10732.34,66.4
254,1152,2020-10-12,11369.02,11720.01,11172.0,11528.25,2020-10-12 23:59:59.999000064,10754.76,69.41
255,1153,2020-10-13,11528.24,11557.0,11300.0,11420.56,2020-10-13 23:59:59.999000064,10773.52,65.1
256,1154,2020-10-14,11420.57,11547.98,11280.0,11417.89,2020-10-14 23:59:59.999000064,10791.67,64.99
257,1155,2020-10-15,11417.89,11617.34,11250.83,11505.12,2020-10-15 23:59:59.999000064,10811.77,66.97
258,1156,2020-10-16,11505.13,11541.15,11200.0,11319.32,2020-10-16 23:59:59.999000064,10826.06,59.22
259,1157,2020-10-17,11319.24,11402.42,11255.0,11360.2,2020-10-17 23:59:59.999000064,10841.11,60.32
260,1158,2020-10-18,11360.31,11505.0,11346.22,11503.14,2020-10-18 23:59:59.999000064,10859.76,64.03
261,1159,2020-10-19,11503.14,11823.99,11407.96,11751.47,2020-10-19 23:59:59.999000064,10884.88,69.44
262,1160,2020-10-20,11751.46,12038.38,11677.59,11909.99,2020-10-20 23:59:59.999000064,10913.75,72.34
263,1161,2020-10-21,11910.0,13217.68,11886.95,12780.96,2020-10-21 23:59:59.999000064,10966.35,82.36
264,1162,2020-10-22,12780.75,13185.0,12678.08,12968.52,2020-10-22 23:59:59.999000064,11022.75,83.75
265,1163,2020-10-23,12968.84,13027.69,12720.08,12923.07,2020-10-23 23:59:59.999000064,11076.28,82.05
266,1164,2020-10-24,12923.06,13166.73,12870.0,13111.73,2020-10-24 23:59:59.999000064,11133.62,83.56
267,1165,2020-10-25,13111.73,13350.0,12888.0,13028.83,2020-10-25 23:59:59.999000064,11187.0,80.31
268,1166,2020-10-26,13029.64,13238.81,12765.0,13052.19,2020-10-26 23:59:59.999000064,11239.54,80.55
269,1167,2020-10-27,13052.15,13789.29,13019.87,13636.17,2020-10-27 23:59:59.999000064,11307.05,85.28
270,1168,2020-10-28,13636.16,13859.48,12888.0,13266.4,2020-10-28 23:59:59.999000064,11362.25,73.01
271,1169,2020-10-29,13266.4,13642.91,12920.77,13455.7,2020-10-29 23:59:59.999000064,11421.22,75.02
272,1170,2020-10-30,13455.69,13669.98,13115.0,13560.1,2020-10-30 23:59:59.999000064,11481.47,76.09
273,1171,2020-10-31,13560.1,14100.0,13411.5,13791.0,2020-10-31 23:59:59.999000064,11546.53,78.33
274,1172,2020-11-01,13791.0,13895.0,13603.0,13761.5,2020-11-01 23:59:59.999000064,11608.92,77.32
275,1173,2020-11-02,13761.49,13830.0,13195.05,13549.37,2020-11-02 23:59:59.999000064,11663.58,70.22
276,1174,2020-11-03,13549.63,14066.11,13284.99,14023.53,2020-11-03 23:59:59.999000064,11730.06,75.67
277,1175,2020-11-04,14023.53,14259.0,13525.0,14144.01,2020-11-04 23:59:59.999000064,11798.06,76.84
278,1176,2020-11-05,14144.01,15750.0,14093.56,15590.02,2020-11-05 23:59:59.999000064,11904.87,85.81
279,1177,2020-11-06,15590.02,15960.0,15166.0,15579.92,2020-11-06 23:59:59.999000064,12008.39,85.56
280,1178,2020-11-07,15579.93,15753.52,14344.22,14818.3,2020-11-07 23:59:59.999000064,12087.55,68.89
281,1179,2020-11-08,14818.3,15650.0,14703.88,15475.1,2020-11-08 23:59:59.999000064,12182.97,73.71
282,1180,2020-11-09,15475.1,15840.0,14805.54,15328.41,2020-11-09 23:59:59.999000064,12271.57,71.02
283,1181,2020-11-10,15328.41,15460.0,15072.46,15297.21,2020-11-10 23:59:59.999000064,12356.8,70.43
